Equipment_ID,Equipment_Type,Date,Equipment_Type_enc,Shift_enc,Road_Condition_enc,Operator_Experience_Yr,Engine_Temp_C,Oil_Pressure_bar,Vibration_mms,Fuel_Consumption_Lhr,Tyre_Pressure_PSI,Coolant_Level,Battery_Voltage_V,Hydraulic_Pressure_bar,Exhaust_Temp_C,RPM,Engine_Temp_C_Lower_Limit,Engine_Temp_C_Upper_Limit,Oil_Pressure_bar_Lower_Limit,Oil_Pressure_bar_Upper_Limit,Vibration_mms_Lower_Limit,Vibration_mms_Upper_Limit,Fuel_Consumption_Lhr_Lower_Limit,Fuel_Consumption_Lhr_Upper_Limit,Tyre_Pressure_PSI_Lower_Limit,Tyre_Pressure_PSI_Upper_Limit,Coolant_Level_Lower_Limit,Coolant_Level_Upper_Limit,Battery_Voltage_V_Lower_Limit,Battery_Voltage_V_Upper_Limit,Hydraulic_Pressure_bar_Lower_Limit,Hydraulic_Pressure_bar_Upper_Limit,Exhaust_Temp_C_Lower_Limit,Exhaust_Temp_C_Upper_Limit,RPM_Lower_Limit,RPM_Upper_Limit,Engine_Temp_C_Status_enc,Oil_Pressure_bar_Status_enc,Vibration_mms_Status_enc,Fuel_Consumption_Lhr_Status_enc,Tyre_Pressure_PSI_Status_enc,Coolant_Level_Status_enc,Battery_Voltage_V_Status_enc,Hydraulic_Pressure_bar_Status_enc,Exhaust_Temp_C_Status_enc,RPM_Status_enc,Operating_Hours,Load_Cycles_per_Day,Temp_Oil_Ratio,Vib_RPM_Ratio,Health_Score,High_Risk,Year,Month,Day_of_Week,Maintenance_Type_enc,PM_Interval_Hours,Next_PM_Due_Hours,PM_Status_enc,Maintenance_Cost_INR,Estimated_Downtime_Hrs,Last_Maintenance_Type_enc,Days_Since_Last_Maintenance,Maintenance_Team_enc,Engine_Condition_enc,Tyre_Condition_enc,Hydraulic_Condition_enc,Brake_Condition_enc,Electrical_Condition_enc,Fuel_System_Condition_enc,Transmission_Condition_enc,Cooling_System_Condition_enc,Engine_Replacement_Needed_enc,Tyre_Replacement_Needed_enc,Hydraulic_Replacement_Needed_enc,Brake_Replacement_Needed_enc,Electrical_Replacement_Needed_enc,Engine_Life_Remaining_pct,Tyre_Life_Remaining_pct,Hydraulic_Life_Remaining_pct,Battery_Life_Remaining_pct,Brake_Life_Remaining_pct,Failure_Type,Failure_Type_enc,Failure_Component,Failure_Component_enc,Maintenance_Priority,Maintenance_Priority_enc,Spare_Parts_Required,Prescriptive_Action,Days_to_Next_Failure,Failure
HEMM-D001,Dumper,2021-01-20,2,2,2,6,77.6,4.41,1.2,34.0,84.5,0.99,23.9,186.7,301.5,1799.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,6969,76,17.6,0.667,99.6,0,2021,1,2,0,250,31,2,2822,0.3,1,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.9,5.0,30.3,88.5,76.0,None,6,None,6,Low,2,No Parts Required,Plan PM in next 31 hours.,171,0
HEMM-G002,Grader,2021-06-16,4,2,2,3,98.6,4.46,2.13,44.6,86.9,0.85,24.7,178.1,314.0,1823.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,9025,8,22.11,1.1684,92.6,0,2021,6,2,3,300,275,3,24427,7.6,2,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.8,85.6,9.8,91.5,57.4,None,6,None,6,Medium,3,No Parts Required,Continue normal operation. Monitor sensors.,174,0
HEMM-D004,Dumper,2022-12-24,2,0,1,20,85.35,4.79,1.73,37.0,88.8,0.84,25.1,179.3,353.9,1607.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,6064,54,17.82,1.0765,99.8,0,2022,12,5,0,250,186,3,2816,0.0,1,119,2,0,0,0,0,0,0,0,0,0,0,0,0,0,49.5,34.5,39.4,93.0,65.4,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,82,0
HEMM-D001,Dumper,2021-09-13,2,0,1,12,73.4,4.23,1.23,25.3,87.9,0.87,24.1,175.1,347.7,1840.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,3361,61,17.35,0.6685,98.6,0,2021,9,0,0,250,139,3,6308,0.8,3,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,72.0,59.0,66.4,89.3,75.4,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,150,0
HEMM-D001,Dumper,2022-07-30,2,2,2,12,85.0,4.54,2.22,40.7,85.6,0.89,24.1,167.7,324.4,1818.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,3337,16,18.72,1.2211,99.3,0,2022,7,5,0,250,163,3,5743,0.9,1,62,2,0,0,0,0,0,0,0,0,0,0,0,0,0,72.2,89.3,66.6,89.3,55.6,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,95,0
HEMM-E003,Excavator,2022-04-25,3,0,0,12,70.6,4.81,2.38,28.6,84.6,0.96,24.6,182.1,280.8,1883.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,802,40,14.68,1.2639,98.9,0,2022,4,0,0,200,198,3,2125,0.2,3,39,3,0,0,0,0,0,0,0,0,0,0,0,0,0,93.3,93.6,92.0,91.1,52.4,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,116,0
HEMM-E002,Excavator,2021-01-15,3,1,0,13,102.1,4.77,0.93,42.4,81.8,0.85,23.8,186.4,334.4,1808.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,2017,116,21.4,0.5144,91.4,0,2021,1,4,2,200,183,3,24447,8.9,3,176,3,1,0,0,0,0,0,0,0,1,0,0,0,0,83.2,53.2,79.8,88.1,81.4,None,6,None,6,High,1,No Parts Required,Schedule maintenance within 48 hours. Check all systems.,168,0
HEMM-L001,Wheel Loader,2021-12-16,6,2,2,7,92.1,4.35,2.26,35.2,84.4,0.82,24.2,172.0,328.7,1905.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,11010,99,21.17,1.1864,94.9,0,2021,12,3,3,250,240,3,23434,3.1,2,77,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,5.0,5.0,89.6,54.8,None,6,None,6,Medium,3,No Parts Required,Continue normal operation. Monitor sensors.,108,0
HEMM-E001,Excavator,2021-05-14,3,2,0,5,84.7,4.69,1.1,44.7,92.6,0.85,25.1,178.0,338.3,1739.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,1265,21,18.06,0.6325,100.0,0,2021,5,4,0,200,135,3,7363,0.4,0,112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,89.5,94.7,87.4,93.0,78.0,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,34,0
HEMM-E003,Excavator,2023-12-08,3,2,2,9,105.0,4.26,2.32,34.8,85.4,0.6,23.8,180.8,334.0,1928.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,1,0,0,0,0,-1,0,0,0,0,3343,113,30.94,1.2033,74.4,1,2023,12,4,1,200,57,0,90464,33.8,0,106,0,1,0,0,0,0,0,0,2,1,0,0,0,0,72.1,24.4,66.6,88.1,53.6,Cooling System Failure,1,Cooling System,1,Critical,0,No Parts Required,IMMEDIATE ACTION: Stop machine. Replace Cooling System. Contact maintenance team.,4,1
HEMM-D001,Dumper,2023-05-25,2,2,0,2,85.8,4.78,2.0,32.6,86.0,0.98,24.7,171.2,310.7,1815.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,5492,60,17.95,1.1019,99.6,0,2023,5,3,0,250,8,1,2612,0.8,2,82,2,0,0,0,0,0,0,0,0,0,0,0,0,0,54.2,34.1,45.1,91.5,60.0,None,6,None,6,Low,2,No Parts Required,Perform scheduled PM now. PM interval: 250 hrs.,48,0
HEMM-L002,Wheel Loader,2023-08-14,6,0,1,12,82.9,3.82,1.4,41.7,79.2,0.91,24.3,170.1,308.9,1712.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,8674,102,21.7,0.8178,95.5,0,2023,8,0,3,250,76,3,25384,6.8,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.7,5.0,13.3,90.0,72.0,None,6,None,6,Medium,3,No Parts Required,Continue normal operation. Monitor sensors.,124,0
HEMM-E003,Excavator,2021-04-07,3,0,0,14,88.9,3.86,1.66,55.0,79.5,0.87,25.3,179.7,321.5,1682.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,1,0,0,0,0,0,0,8923,62,23.03,0.9869,93.8,0,2021,4,2,1,200,77,0,119474,17.6,0,163,2,0,0,0,0,0,2,0,0,0,0,0,0,0,25.6,5.0,10.8,93.7,66.8,Fuel System Failure,4,Fuel System,4,Critical,0,No Parts Required,IMMEDIATE ACTION: Stop machine. Replace Fuel System. Contact maintenance team.,3,1
HEMM-D003,Dumper,2021-02-21,2,2,1,8,98.0,4.58,2.06,40.8,76.9,0.85,24.5,182.8,308.5,1667.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,11497,59,21.4,1.2358,91.3,0,2021,2,6,3,250,3,1,21093,4.3,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,5.0,90.7,58.8,None,6,None,6,Medium,3,No Parts Required,Perform scheduled PM now. PM interval: 250 hrs.,177,0
HEMM-E002,Excavator,2021-12-03,3,0,2,10,86.4,3.17,4.5,40.5,85.0,0.9,24.1,187.0,336.2,1546.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,1,0,0,0,0,0,0,0,1229,85,27.26,3.7193,81.4,1,2021,12,4,1,200,171,0,154197,17.6,0,106,2,0,0,0,1,0,0,2,0,0,0,0,1,0,89.8,79.1,87.7,89.3,5.0,Transmission Failure,7,Transmission,7,Critical,0,No Parts Required,IMMEDIATE ACTION: Stop machine. Replace Transmission. Contact maintenance team.,7,1
HEMM-D001,Dumper,2022-11-16,2,0,1,8,73.0,4.97,1.44,28.0,80.4,0.94,24.5,177.0,292.8,1678.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,1966,65,14.69,0.8582,99.4,0,2022,11,2,0,250,34,2,7323,0.6,3,69,3,0,0,0,0,0,0,0,0,0,0,0,0,0,83.6,74.4,80.3,90.7,71.2,None,6,None,6,Low,2,No Parts Required,Plan PM in next 34 hours.,55,0
HEMM-D002,Dumper,2022-11-15,2,2,2,8,73.0,4.22,1.86,43.7,76.1,0.91,24.7,179.9,313.8,1866.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,1394,104,17.3,0.9968,96.2,0,2022,11,1,0,250,106,3,2657,0.1,3,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,88.4,71.0,86.1,91.5,62.8,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,125,0
HEMM-D004,Dumper,2023-07-04,2,2,1,4,86.8,4.51,2.16,40.8,77.0,0.88,23.6,206.6,335.1,1983.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,1601,12,19.25,1.0893,96.6,0,2023,7,1,0,250,149,3,4691,0.9,1,166,3,0,0,0,0,0,0,0,0,0,0,0,0,0,86.7,96.2,84.0,87.4,56.8,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,158,0
HEMM-D003,Dumper,2021-09-19,2,1,2,15,83.8,4.94,2.19,32.2,81.4,0.76,25.5,189.7,328.9,1880.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,1097,43,16.96,1.1649,99.2,0,2021,9,6,0,250,153,3,7524,0.0,2,42,3,0,0,0,0,0,0,0,0,0,0,0,0,0,90.9,90.6,89.0,94.4,56.2,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,161,0
HEMM-D003,Dumper,2021-07-28,2,2,0,2,89.3,4.94,2.41,39.1,83.7,0.9,25.2,166.1,280.1,1825.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,9362,11,18.08,1.3205,96.6,0,2021,7,2,3,250,138,3,27485,4.2,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,79.4,6.4,93.3,51.8,None,6,None,6,Medium,3,No Parts Required,Continue normal operation. Monitor sensors.,69,0
HEMM-G002,Grader,2021-07-16,4,2,2,14,69.7,4.09,2.05,45.0,86.0,0.79,25.3,176.2,328.7,1796.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,4019,115,17.04,1.1414,97.8,0,2021,7,4,4,300,181,3,14226,3.3,2,176,2,0,0,0,0,0,0,0,0,0,0,0,0,0,66.5,7.6,59.8,93.7,59.0,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,164,0
HEMM-D001,Dumper,2023-07-18,2,0,2,15,85.6,4.39,2.12,27.2,83.9,0.78,24.5,173.8,312.6,1788.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,7214,117,19.5,1.1857,98.8,0,2023,7,1,0,250,36,2,4594,0.4,0,154,3,0,0,0,0,0,0,0,0,0,0,0,0,0,39.9,5.0,27.9,90.7,57.6,None,6,None,6,Low,2,No Parts Required,Plan PM in next 36 hours.,35,0
HEMM-B003,Dozer,2021-02-23,0,0,1,17,67.3,4.39,4.5,32.4,70.0,0.98,24.0,200.1,343.5,1880.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,1,0,-1,0,0,0,0,0,5577,80,15.33,3.016,74.5,1,2021,2,1,1,250,173,0,177912,41.6,1,61,3,0,2,0,1,0,0,0,0,0,2,0,1,0,53.5,10.8,44.2,88.9,5.0,Tyre Burst,8,Tyres,8,Critical,0,Tyre Set,IMMEDIATE ACTION: Stop machine. Replace Tyres. Contact maintenance team.,0,1
HEMM-E002,Excavator,2021-09-16,3,2,0,17,73.0,4.38,2.4,41.4,73.4,0.99,24.5,189.4,334.1,1972.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,4398,50,16.67,1.217,94.8,0,2021,9,3,0,200,2,1,6432,0.4,2,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.4,56.0,56.0,90.7,52.0,None,6,None,6,Low,2,No Parts Required,Perform scheduled PM now. PM interval: 200 hrs.,113,0
HEMM-DR02,Drill Rig,2022-01-16,1,1,1,5,87.0,4.46,3.1,36.6,79.3,0.81,24.2,182.3,329.5,1740.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,922,12,19.51,1.7816,94.4,0,2022,1,6,0,150,128,3,2294,0.5,0,62,3,0,0,0,0,0,0,0,0,0,0,0,0,0,92.3,97.8,90.8,89.6,38.0,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,73,0
HEMM-DR01,Drill Rig,2023-11-17,1,2,2,12,95.6,4.84,1.79,41.9,83.1,0.91,24.9,185.1,306.8,1817.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,5298,79,19.75,0.9851,94.7,0,2023,11,4,0,150,102,3,7058,0.2,0,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,55.8,16.3,47.0,92.2,64.2,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,142,0
HEMM-D005,Dumper,2023-08-20,2,0,0,20,86.6,4.36,2.24,38.3,83.6,0.8,23.9,194.8,335.2,1883.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,5818,42,19.86,1.1896,97.8,0,2023,8,6,0,250,182,3,2560,0.5,3,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51.5,51.1,41.8,88.5,55.2,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,166,0
HEMM-L002,Wheel Loader,2021-10-24,6,1,2,8,89.7,4.68,1.2,38.4,85.3,0.93,25.1,172.7,305.2,2022.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,8508,109,19.17,0.5935,97.6,0,2021,10,6,3,250,242,3,17692,7.9,3,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29.1,5.0,14.9,93.0,76.0,None,6,None,6,Medium,3,No Parts Required,Continue normal operation. Monitor sensors.,124,0
HEMM-DR01,Drill Rig,2022-12-06,1,1,1,7,92.4,3.9,2.38,37.1,85.8,0.84,24.6,167.7,333.5,1943.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,10694,30,23.69,1.2249,92.2,0,2022,12,1,3,150,106,3,19416,2.4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9,35.8,5.0,91.1,52.4,None,6,None,6,Medium,3,No Parts Required,Continue normal operation. Monitor sensors.,147,0
HEMM-L001,Wheel Loader,2023-08-16,6,2,0,11,87.3,4.89,1.71,39.5,84.2,0.87,24.2,157.7,322.4,1919.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,9676,77,17.85,0.8911,98.8,0,2023,8,2,3,250,74,3,17454,5.5,3,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4,5.0,5.0,89.6,65.8,None,6,None,6,Medium,3,No Parts Required,Continue normal operation. Monitor sensors.,82,0
HEMM-DR01,Drill Rig,2022-11-05,1,1,1,4,90.2,4.87,2.62,52.7,83.0,0.98,24.2,177.5,311.5,1771.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,7643,117,18.52,1.4794,95.5,0,2022,11,5,0,150,7,1,2740,0.0,0,80,3,0,0,0,0,0,1,0,0,0,0,0,0,0,36.3,5.0,23.6,89.6,47.6,None,6,None,6,Low,2,No Parts Required,Perform scheduled PM now. PM interval: 150 hrs.,93,0
HEMM-D001,Dumper,2022-04-02,2,2,1,8,89.3,4.9,1.57,36.6,92.2,0.92,24.8,178.5,340.3,1882.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,7843,84,18.22,0.8342,97.8,0,2022,4,5,0,250,157,3,5555,0.2,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.6,5.0,21.6,91.9,68.6,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,99,0
HEMM-B003,Dozer,2023-02-09,0,1,1,13,96.1,4.28,1.96,41.4,81.3,0.82,25.3,188.1,333.0,1736.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,3218,110,22.45,1.129,93.1,0,2023,2,3,0,250,32,2,2806,0.9,3,125,2,0,0,0,0,0,0,0,0,0,0,0,0,0,73.2,29.2,67.8,93.7,60.8,None,6,None,6,Low,2,No Parts Required,Plan PM in next 32 hours.,36,0
HEMM-D003,Dumper,2023-01-03,2,1,0,18,77.2,4.22,1.66,38.4,75.7,0.83,24.4,168.1,323.9,1903.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,2087,23,18.29,0.8723,96.1,0,2023,1,1,0,250,163,3,7191,0.9,3,144,3,0,0,0,0,0,0,0,0,0,0,0,0,0,82.6,90.4,79.1,90.4,66.8,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,66,0
HEMM-G001,Grader,2021-03-31,4,1,1,7,100.7,4.22,1.74,37.9,75.3,0.98,24.5,196.6,294.8,1490.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,3441,41,23.86,1.1678,88.1,0,2021,3,2,2,300,159,3,21586,7.2,3,112,1,1,0,0,0,0,0,0,0,1,0,0,0,0,71.3,71.8,65.6,90.7,65.2,None,6,None,6,High,1,No Parts Required,Schedule maintenance within 48 hours. Check all systems.,129,0
HEMM-B001,Dozer,2021-12-23,0,0,1,18,87.1,4.95,4.5,42.9,70.0,0.78,24.1,176.0,329.6,1867.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,1,0,-1,0,0,0,0,0,4229,27,17.6,4.3117,71.1,1,2021,12,3,1,250,21,0,166307,19.5,2,109,3,0,2,0,1,0,0,0,0,0,2,0,1,0,64.8,77.2,57.7,89.3,5.0,Tyre Burst,8,Tyres,8,Critical,0,Tyre Set,IMMEDIATE ACTION: Stop machine. Replace Tyres. Contact maintenance team.,4,1
HEMM-D001,Dumper,2021-10-09,2,0,0,4,85.4,4.26,1.71,40.0,80.5,1.0,25.6,189.2,345.5,1803.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,5744,31,20.05,0.9484,98.0,0,2021,10,5,0,250,6,1,3362,0.7,1,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.1,64.4,42.6,94.8,65.8,None,6,None,6,Low,2,No Parts Required,Perform scheduled PM now. PM interval: 250 hrs.,120,0
HEMM-G001,Grader,2023-02-02,4,2,2,6,88.1,3.74,1.31,39.9,83.7,0.93,23.5,175.9,339.0,1827.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,8833,107,23.56,0.717,94.6,0,2023,2,3,3,300,167,3,19812,6.6,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,26.4,5.0,11.7,87.0,73.8,None,6,None,6,Medium,3,No Parts Required,Continue normal operation. Monitor sensors.,121,0
HEMM-D003,Dumper,2021-08-31,2,1,2,5,66.6,4.49,1.44,37.7,80.3,0.91,24.8,176.7,296.8,1690.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,3307,29,14.83,0.8521,99.3,0,2021,8,1,0,250,193,3,2237,0.4,1,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,72.4,80.8,66.9,91.9,71.2,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,78,0
HEMM-G001,Grader,2022-10-14,4,2,1,14,89.8,4.31,2.2,41.8,79.1,0.81,24.0,188.5,324.2,1795.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,10622,36,20.84,1.2256,94.9,0,2022,10,4,3,300,178,3,11507,4.4,2,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,23.5,5.0,88.9,56.0,None,6,None,6,Medium,3,No Parts Required,Continue normal operation. Monitor sensors.,122,0
HEMM-E002,Excavator,2022-08-26,3,1,2,11,82.7,3.61,2.3,30.0,80.3,0.97,25.4,168.4,321.1,1731.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,4249,11,22.91,1.3287,94.0,0,2022,8,4,0,200,151,3,4657,0.6,2,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64.6,90.7,57.5,94.1,54.0,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,80,0
HEMM-D005,Dumper,2023-11-07,2,2,1,16,102.8,3.91,1.34,39.9,90.6,0.84,24.8,175.9,296.9,1831.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,3628,98,26.29,0.7318,88.1,0,2023,11,1,2,250,122,3,18677,8.3,0,35,1,1,0,0,0,0,0,0,0,1,0,0,0,0,69.8,28.9,63.7,91.9,73.2,None,6,None,6,High,1,No Parts Required,Schedule maintenance within 48 hours. Check all systems.,99,0
HEMM-D003,Dumper,2021-12-09,2,2,2,13,90.9,4.77,2.12,37.0,84.2,0.88,24.0,177.7,311.0,1918.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,10768,101,19.06,1.1053,96.7,0,2021,12,3,3,250,232,3,19613,2.9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3,5.0,5.0,88.9,57.6,None,6,None,6,Medium,3,No Parts Required,Continue normal operation. Monitor sensors.,56,0
HEMM-L002,Wheel Loader,2023-08-09,6,1,2,11,85.5,4.39,2.01,47.6,82.0,0.77,24.5,187.1,334.3,1794.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,11873,52,19.48,1.1204,99.2,0,2023,8,2,3,250,127,3,21746,2.5,1,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,5.0,90.7,59.8,None,6,None,6,Medium,3,No Parts Required,Continue normal operation. Monitor sensors.,102,0
HEMM-L001,Wheel Loader,2023-08-29,6,0,2,19,87.9,5.51,2.04,36.7,86.6,0.81,25.0,181.0,340.6,1756.0,60,105,3.0,6.0,0.5,4.5,20,55,70,95,0.6,1.0,22,27,150,220,250,420,1400,2200,0,0,0,0,0,0,0,0,0,0,6769,86,15.95,1.1617,98.4,0,2023,8,1,0,250,231,3,5070,0.1,1,72,3,0,0,0,0,0,0,0,0,0,0,0,0,0,43.6,5.0,32.3,92.6,59.2,None,6,None,6,Low,2,No Parts Required,Continue normal operation. Monitor sensors.,113,0
