Equipment_ID,Equipment_Type,Failure_Probability_%,Days_to_Failure,Alert_Level,Component,Problem_Detected,Recommended_Action,Issue_Severity
HEMM-DR02,Dumper,0.0,123,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-DR02,Dumper,0.0,123,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-G002,Drill Rig,6.6,120,OK,Engine,Life < 15%,REPLACE ENGINE IMMEDIATELY,CRITICAL
HEMM-G002,Drill Rig,6.6,120,OK,Hydraulics,Life < 15%,REPLACE HYDRAULIC SYSTEM,CRITICAL
HEMM-G002,Drill Rig,6.6,120,OK,Tyres,Life < 15%,REPLACE ALL TYRES IMMEDIATELY,CRITICAL
HEMM-G002,Drill Rig,6.6,120,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-G002,Drill Rig,6.6,120,OK,Tyres,Replacement flag set,REPLACE TYRES,HIGH
HEMM-G002,Drill Rig,6.6,120,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-G002,Drill Rig,6.6,120,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-G002,Drill Rig,6.6,120,OK,Maintenance,87 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-G002,Drill Rig,6.6,120,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-G002,Drill Rig,6.6,120,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-D003,Dozer,0.2,131,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-D003,Dozer,0.2,131,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-D003,Dozer,0.2,131,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-D003,Dozer,0.2,131,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-D003,Dozer,0.2,131,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-D003,Dozer,0.2,131,OK,Maintenance,44 days since last PM,Schedule preventive maintenance this week,MEDIUM
HEMM-G001,Drill Rig,0.0,86,OK,Tyres,Life < 15%,REPLACE ALL TYRES IMMEDIATELY,CRITICAL
HEMM-G001,Drill Rig,0.0,86,OK,Engine,Life < 30%,Schedule engine overhaul within 2 weeks,HIGH
HEMM-G001,Drill Rig,0.0,86,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-G001,Drill Rig,0.0,86,OK,Hydraulics,Life < 30%,Schedule hydraulic service,HIGH
HEMM-G001,Drill Rig,0.0,86,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-G001,Drill Rig,0.0,86,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-G001,Drill Rig,0.0,86,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-G001,Drill Rig,0.0,86,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-G002,Drill Rig,0.6,101,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-G002,Drill Rig,0.6,101,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-G002,Drill Rig,0.6,101,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-G002,Drill Rig,0.6,101,OK,Maintenance,138 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-G002,Drill Rig,0.6,101,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-G002,Drill Rig,0.6,101,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-L002,Scraper,0.0,88,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-L002,Scraper,0.0,88,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-L002,Scraper,0.0,88,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-L002,Scraper,0.0,88,OK,Maintenance,84 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-L002,Scraper,0.0,88,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-L002,Scraper,0.0,88,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-DR01,Dumper,0.2,76,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-DR01,Dumper,0.2,76,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-DR01,Dumper,0.2,76,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-DR01,Dumper,0.2,76,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-DR01,Dumper,0.2,76,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-B001,Excavator,0.0,116,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-B001,Excavator,0.0,116,OK,Tyres,Life < 30%,Schedule tyre replacement,HIGH
HEMM-B001,Excavator,0.0,116,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-B001,Excavator,0.0,116,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-B001,Excavator,0.0,116,OK,Maintenance,118 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-B001,Excavator,0.0,116,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-B001,Excavator,0.0,116,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-DR01,Dumper,0.6,84,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-DR01,Dumper,0.6,84,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-DR01,Dumper,0.6,84,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-DR01,Dumper,0.6,84,OK,Maintenance,169 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-DR01,Dumper,0.6,84,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-DR01,Dumper,0.6,84,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-DR02,Dumper,99.1,8,CRITICAL,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-DR02,Dumper,99.1,8,CRITICAL,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-DR02,Dumper,99.1,8,CRITICAL,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-DR02,Dumper,99.1,8,CRITICAL,Maintenance,109 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-DR02,Dumper,99.1,8,CRITICAL,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-DR02,Dumper,99.1,8,CRITICAL,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-DR02,Dumper,0.4,90,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-DR02,Dumper,0.4,90,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-DR02,Dumper,0.4,90,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-DR02,Dumper,0.4,90,OK,Maintenance,146 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-DR02,Dumper,0.4,90,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-DR02,Dumper,0.4,90,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-SC01,Wheel Loader,0.0,93,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-SC01,Wheel Loader,0.0,93,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-SC01,Wheel Loader,0.0,93,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-SC01,Wheel Loader,0.0,93,OK,Maintenance,132 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-SC01,Wheel Loader,0.0,93,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-SC01,Wheel Loader,0.0,93,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-D004,Dozer,0.0,81,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-D004,Dozer,0.0,81,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-D004,Dozer,0.0,81,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-D004,Dozer,0.0,81,OK,Maintenance,108 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-D004,Dozer,0.0,81,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-D004,Dozer,0.0,81,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-B001,Excavator,5.0,80,OK,Hydraulics,Life < 15%,REPLACE HYDRAULIC SYSTEM,CRITICAL
HEMM-B001,Excavator,5.0,80,OK,Tyres,Life < 15%,REPLACE ALL TYRES IMMEDIATELY,CRITICAL
HEMM-B001,Excavator,5.0,80,OK,Engine,Life < 30%,Schedule engine overhaul within 2 weeks,HIGH
HEMM-B001,Excavator,5.0,80,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-B001,Excavator,5.0,80,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-B001,Excavator,5.0,80,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-B001,Excavator,5.0,80,OK,Maintenance,69 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-B001,Excavator,5.0,80,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-B001,Excavator,5.0,80,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-D003,Dozer,0.0,108,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-D003,Dozer,0.0,108,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-D003,Dozer,0.0,108,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-D003,Dozer,0.0,108,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-D003,Dozer,0.0,108,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-D004,Dozer,99.1,3,CRITICAL,Engine,Replacement flag set,REPLACE ENGINE — flagged by inspection,CRITICAL
HEMM-D004,Dozer,99.1,3,CRITICAL,Engine,Temperature above normal,Inspect cooling system and coolant level,HIGH
HEMM-D004,Dozer,99.1,3,CRITICAL,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-D004,Dozer,99.1,3,CRITICAL,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-D004,Dozer,99.1,3,CRITICAL,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-D004,Dozer,99.1,3,CRITICAL,Maintenance,179 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-D004,Dozer,99.1,3,CRITICAL,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-L001,Scraper,29.5,96,MONITOR,Engine,Replacement flag set,REPLACE ENGINE — flagged by inspection,CRITICAL
HEMM-L001,Scraper,29.5,96,MONITOR,Hydraulics,Life < 15%,REPLACE HYDRAULIC SYSTEM,CRITICAL
HEMM-L001,Scraper,29.5,96,MONITOR,Tyres,Life < 15%,REPLACE ALL TYRES IMMEDIATELY,CRITICAL
HEMM-L001,Scraper,29.5,96,MONITOR,Engine,Life < 30%,Schedule engine overhaul within 2 weeks,HIGH
HEMM-L001,Scraper,29.5,96,MONITOR,Engine,Temperature above normal,Inspect cooling system and coolant level,HIGH
HEMM-L001,Scraper,29.5,96,MONITOR,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-L001,Scraper,29.5,96,MONITOR,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-L001,Scraper,29.5,96,MONITOR,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-L001,Scraper,29.5,96,MONITOR,Maintenance,121 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-L001,Scraper,29.5,96,MONITOR,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-L001,Scraper,29.5,96,MONITOR,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-D002,Dozer,1.5,94,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-D002,Dozer,1.5,94,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-D002,Dozer,1.5,94,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-D002,Dozer,1.5,94,OK,Maintenance,151 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-D002,Dozer,1.5,94,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-D002,Dozer,1.5,94,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-B002,Excavator,99.3,8,CRITICAL,Hydraulics,Life < 15%,REPLACE HYDRAULIC SYSTEM,CRITICAL
HEMM-B002,Excavator,99.3,8,CRITICAL,Tyres,Life < 15%,REPLACE ALL TYRES IMMEDIATELY,CRITICAL
HEMM-B002,Excavator,99.3,8,CRITICAL,Engine,Life < 30%,Schedule engine overhaul within 2 weeks,HIGH
HEMM-B002,Excavator,99.3,8,CRITICAL,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-B002,Excavator,99.3,8,CRITICAL,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-B002,Excavator,99.3,8,CRITICAL,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-B002,Excavator,99.3,8,CRITICAL,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-B002,Excavator,99.3,8,CRITICAL,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-E003,Grader,0.3,119,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-E003,Grader,0.3,119,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-E003,Grader,0.3,119,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-E003,Grader,0.3,119,OK,Maintenance,82 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-E003,Grader,0.3,119,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-E003,Grader,0.3,119,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-B002,Excavator,0.2,95,OK,Tyres,Life < 15%,REPLACE ALL TYRES IMMEDIATELY,CRITICAL
HEMM-B002,Excavator,0.2,95,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-B002,Excavator,0.2,95,OK,Hydraulics,Life < 30%,Schedule hydraulic service,HIGH
HEMM-B002,Excavator,0.2,95,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-B002,Excavator,0.2,95,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-B002,Excavator,0.2,95,OK,Maintenance,97 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-B002,Excavator,0.2,95,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-B002,Excavator,0.2,95,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-B002,Excavator,0.7,108,OK,Tyres,Life < 15%,REPLACE ALL TYRES IMMEDIATELY,CRITICAL
HEMM-B002,Excavator,0.7,108,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-B002,Excavator,0.7,108,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-B002,Excavator,0.7,108,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-B002,Excavator,0.7,108,OK,Maintenance,147 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-B002,Excavator,0.7,108,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-B002,Excavator,0.7,108,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-G002,Drill Rig,0.0,128,OK,Hydraulics,Life < 15%,REPLACE HYDRAULIC SYSTEM,CRITICAL
HEMM-G002,Drill Rig,0.0,128,OK,Tyres,Life < 15%,REPLACE ALL TYRES IMMEDIATELY,CRITICAL
HEMM-G002,Drill Rig,0.0,128,OK,Engine,Life < 30%,Schedule engine overhaul within 2 weeks,HIGH
HEMM-G002,Drill Rig,0.0,128,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-G002,Drill Rig,0.0,128,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-G002,Drill Rig,0.0,128,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-G002,Drill Rig,0.0,128,OK,Maintenance,100 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-G002,Drill Rig,0.0,128,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-G002,Drill Rig,0.0,128,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-G001,Drill Rig,6.0,88,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-G001,Drill Rig,6.0,88,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-G001,Drill Rig,6.0,88,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-G001,Drill Rig,6.0,88,OK,Maintenance,83 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-G001,Drill Rig,6.0,88,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-G001,Drill Rig,6.0,88,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-DR02,Dumper,1.6,82,OK,Tyres,Life < 15%,REPLACE ALL TYRES IMMEDIATELY,CRITICAL
HEMM-DR02,Dumper,1.6,82,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-DR02,Dumper,1.6,82,OK,Hydraulics,Life < 30%,Schedule hydraulic service,HIGH
HEMM-DR02,Dumper,1.6,82,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-DR02,Dumper,1.6,82,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-DR02,Dumper,1.6,82,OK,Maintenance,147 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-DR02,Dumper,1.6,82,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-DR02,Dumper,1.6,82,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-D003,Dozer,0.2,80,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-D003,Dozer,0.2,80,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-D003,Dozer,0.2,80,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-D003,Dozer,0.2,80,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-D003,Dozer,0.2,80,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-D005,Dozer,99.3,2,CRITICAL,Engine,Temperature above normal,Inspect cooling system and coolant level,HIGH
HEMM-D005,Dozer,99.3,2,CRITICAL,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-D005,Dozer,99.3,2,CRITICAL,Hydraulics,Life < 30%,Schedule hydraulic service,HIGH
HEMM-D005,Dozer,99.3,2,CRITICAL,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-D005,Dozer,99.3,2,CRITICAL,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-D005,Dozer,99.3,2,CRITICAL,Maintenance,126 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-D005,Dozer,99.3,2,CRITICAL,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-D005,Dozer,99.3,2,CRITICAL,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-L002,Scraper,0.5,105,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-L002,Scraper,0.5,105,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-L002,Scraper,0.5,105,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-L002,Scraper,0.5,105,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-L002,Scraper,0.5,105,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-B001,Excavator,93.9,11,CRITICAL,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-B001,Excavator,93.9,11,CRITICAL,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-B001,Excavator,93.9,11,CRITICAL,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-B001,Excavator,93.9,11,CRITICAL,Maintenance,177 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-B001,Excavator,93.9,11,CRITICAL,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-B001,Excavator,93.9,11,CRITICAL,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-E001,Grader,0.4,132,OK,Tyres,Life < 15%,REPLACE ALL TYRES IMMEDIATELY,CRITICAL
HEMM-E001,Grader,0.4,132,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-E001,Grader,0.4,132,OK,Hydraulics,Life < 30%,Schedule hydraulic service,HIGH
HEMM-E001,Grader,0.4,132,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-E001,Grader,0.4,132,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-E001,Grader,0.4,132,OK,Maintenance,173 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-E001,Grader,0.4,132,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-E001,Grader,0.4,132,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-DR02,Dumper,0.2,89,OK,Tyres,Life < 15%,REPLACE ALL TYRES IMMEDIATELY,CRITICAL
HEMM-DR02,Dumper,0.2,89,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-DR02,Dumper,0.2,89,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-DR02,Dumper,0.2,89,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-DR02,Dumper,0.2,89,OK,Maintenance,53 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-DR02,Dumper,0.2,89,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-DR02,Dumper,0.2,89,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-D003,Dozer,94.7,3,CRITICAL,Tyres,Life < 15%,REPLACE ALL TYRES IMMEDIATELY,CRITICAL
HEMM-D003,Dozer,94.7,3,CRITICAL,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-D003,Dozer,94.7,3,CRITICAL,Hydraulics,Life < 30%,Schedule hydraulic service,HIGH
HEMM-D003,Dozer,94.7,3,CRITICAL,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-D003,Dozer,94.7,3,CRITICAL,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-D003,Dozer,94.7,3,CRITICAL,Maintenance,87 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-D003,Dozer,94.7,3,CRITICAL,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-D003,Dozer,94.7,3,CRITICAL,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-E001,Grader,0.0,87,OK,Engine,Life < 15%,REPLACE ENGINE IMMEDIATELY,CRITICAL
HEMM-E001,Grader,0.0,87,OK,Hydraulics,Life < 15%,REPLACE HYDRAULIC SYSTEM,CRITICAL
HEMM-E001,Grader,0.0,87,OK,Tyres,Life < 15%,REPLACE ALL TYRES IMMEDIATELY,CRITICAL
HEMM-E001,Grader,0.0,87,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-E001,Grader,0.0,87,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-E001,Grader,0.0,87,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-E001,Grader,0.0,87,OK,Maintenance,128 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-E001,Grader,0.0,87,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-E001,Grader,0.0,87,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-B002,Excavator,99.5,3,CRITICAL,Brakes,Life < 10%,REPLACE BRAKE PADS IMMEDIATELY,CRITICAL
HEMM-B002,Excavator,99.5,3,CRITICAL,Brakes,Replacement flag set,REPLACE BRAKE SYSTEM,CRITICAL
HEMM-B002,Excavator,99.5,3,CRITICAL,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-B002,Excavator,99.5,3,CRITICAL,Drivetrain,Vibration above normal,"Inspect bearings, mounts, driveshaft",HIGH
HEMM-B002,Excavator,99.5,3,CRITICAL,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-B002,Excavator,99.5,3,CRITICAL,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-B002,Excavator,99.5,3,CRITICAL,Maintenance,129 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-B002,Excavator,99.5,3,CRITICAL,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-B002,Excavator,99.5,3,CRITICAL,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-D001,Dozer,0.0,103,OK,Tyres,Life < 15%,REPLACE ALL TYRES IMMEDIATELY,CRITICAL
HEMM-D001,Dozer,0.0,103,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-D001,Dozer,0.0,103,OK,Hydraulics,Life < 30%,Schedule hydraulic service,HIGH
HEMM-D001,Dozer,0.0,103,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-D001,Dozer,0.0,103,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
HEMM-D001,Dozer,0.0,103,OK,Maintenance,171 days since last PM,SCHEDULE PREVENTIVE MAINTENANCE IMMEDIATELY,HIGH
HEMM-D001,Dozer,0.0,103,OK,Electrical,Poor condition,Inspect and service electrical system,MEDIUM
HEMM-D001,Dozer,0.0,103,OK,Cooling System,Poor condition,Service radiator and coolant system,MEDIUM
HEMM-DR01,Dumper,0.0,123,OK,Brakes,Poor condition,Inspect and service brake system,HIGH
HEMM-DR01,Dumper,0.0,123,OK,Hydraulics,Life < 30%,Schedule hydraulic service,HIGH
HEMM-DR01,Dumper,0.0,123,OK,Fuel System,Poor condition,Service fuel filters and injectors,HIGH
HEMM-DR01,Dumper,0.0,123,OK,Transmission,Poor condition,Inspect gearbox and clutch,HIGH
