Equipment_ID,Equipment_Type,Date,Equipment_Type_enc,Shift_enc,Road_Condition_enc,Operator_Experience_Yr,Engine_Temp_C,Oil_Pressure_bar,Vibration_mms,Fuel_Consumption_Lhr,Tyre_Pressure_PSI,Coolant_Level,Battery_Voltage_V,Hydraulic_Pressure_bar,Exhaust_Temp_C,RPM,Operating_Hours,Load_Cycles_per_Day,Temp_Oil_Ratio,Vib_RPM_Ratio,Health_Score,High_Risk,Year,Month,Day_of_Week,Failure_Type,Failure_Component,Maintenance_Priority,Days_to_Next_Failure,Failure
HEMM-B003,Dozer,2023-02-12,0,0,1,20,77.3,4.62,2.52,32.2,85.2,0.82,24.4,172.2,334.1,1931.0,2375,102,16.73,1.305,98.4,0,2023,2,6,None,None,Low,169,0
HEMM-DR02,Drill Rig,2023-07-11,1,2,2,15,84.9,4.06,1.62,33.0,80.9,0.88,25.0,194.5,315.6,1938.0,2640,115,20.91,0.8359,97.4,0,2023,7,1,None,None,Low,31,0
HEMM-DR01,Drill Rig,2023-03-05,1,1,1,13,75.4,4.85,2.65,34.5,85.1,0.93,24.5,189.7,323.2,1920.0,5754,74,15.55,1.3802,98.0,0,2023,3,6,None,None,Low,36,0
HEMM-DR02,Drill Rig,2022-07-23,1,2,1,3,95.8,5.04,2.14,35.1,86.9,1.0,23.7,195.5,330.3,1875.0,2913,95,19.01,1.1413,94.2,0,2022,7,5,None,None,Low,79,0
HEMM-B002,Dozer,2021-09-11,0,2,2,18,91.3,4.38,2.89,38.2,80.4,0.97,23.8,175.0,293.9,1713.0,1595,29,20.84,1.6871,92.9,0,2021,9,5,None,None,Low,39,0
HEMM-D002,Dumper,2023-12-05,2,1,1,16,106.9,4.16,2.7,42.2,78.0,0.41,23.6,166.8,421.4,1874.0,8435,119,25.7,1.4408,83.6,0,2023,12,1,Engine Overheat,Engine,Critical,2,1
HEMM-B001,Dozer,2022-02-26,0,1,2,19,81.0,4.71,1.59,50.2,85.7,0.86,24.4,182.3,330.7,1710.0,7478,15,17.2,0.9298,100.0,0,2022,2,5,None,None,Low,125,0
HEMM-G002,Grader,2021-04-03,4,0,1,1,84.4,4.01,2.05,37.9,81.5,0.78,24.8,171.0,315.8,1935.0,5769,60,21.05,1.0594,97.2,0,2021,4,5,None,None,Low,139,0
HEMM-L002,Wheel Loader,2022-10-12,6,0,1,9,87.4,3.84,2.26,45.4,78.3,0.95,24.4,193.5,304.4,1972.0,1691,19,22.76,1.146,93.2,0,2022,10,2,None,None,Low,66,0
HEMM-B002,Dozer,2021-10-22,0,1,0,9,85.7,4.37,2.02,33.9,79.0,0.81,25.7,190.5,315.7,1878.0,1668,24,19.61,1.0756,97.7,0,2021,10,4,None,None,Low,175,0
HEMM-E001,Excavator,2021-05-01,3,2,2,11,89.6,4.69,7.87,34.7,53.3,0.78,24.5,171.0,312.3,1627.0,3173,8,19.1,4.8371,68.6,1,2021,5,5,Tyre Burst,Tyres,Critical,6,1
HEMM-B003,Dozer,2021-10-19,0,0,1,11,68.0,4.88,5.19,41.0,83.3,0.96,23.7,195.1,351.5,2023.0,4425,53,13.93,2.5655,90.4,1,2021,10,1,Brake Failure,Brakes,Critical,3,1
HEMM-L001,Wheel Loader,2023-11-08,6,2,1,13,85.1,4.46,2.16,42.2,80.1,0.97,24.8,188.2,338.3,1879.0,2085,39,19.08,1.1495,98.5,0,2023,11,2,None,None,Low,170,0
HEMM-SC01,Scraper,2023-04-14,5,1,2,16,82.5,4.34,2.39,35.9,78.4,0.86,25.0,211.0,344.2,1816.0,673,57,19.01,1.3161,96.6,0,2023,4,4,None,None,Low,102,0
HEMM-D001,Dumper,2022-07-06,2,2,1,19,90.2,4.78,2.36,40.1,82.5,0.81,24.8,194.3,308.8,1694.0,11260,17,18.87,1.3932,96.3,0,2022,7,2,None,None,Medium,83,0
HEMM-D005,Dumper,2022-09-16,2,2,2,14,89.0,4.06,1.87,36.5,83.5,0.98,25.3,176.1,287.1,1832.0,7506,15,21.92,1.0207,95.8,0,2022,9,4,None,None,Low,62,0
HEMM-D005,Dumper,2023-02-04,2,2,0,6,83.8,4.47,2.18,43.4,83.1,0.84,24.8,181.0,301.1,1687.0,4216,73,18.75,1.2922,99.3,0,2023,2,5,None,None,Low,61,0
HEMM-SC01,Scraper,2023-07-15,5,1,2,1,77.7,4.56,1.96,46.4,78.4,0.93,24.8,182.9,316.2,1788.0,7812,111,17.04,1.0962,98.6,0,2023,7,5,None,None,Low,48,0
HEMM-E001,Excavator,2021-01-02,3,1,0,16,81.9,4.51,2.17,32.9,84.5,0.79,25.3,159.7,304.7,1910.0,4677,81,18.16,1.1361,99.5,0,2021,1,5,None,None,Low,50,0
HEMM-G002,Grader,2022-12-21,4,2,2,7,84.9,4.94,1.94,36.6,78.7,0.9,24.8,174.5,336.3,1906.0,9787,112,17.19,1.0178,98.7,0,2022,12,2,None,None,Medium,102,0
HEMM-E001,Excavator,2023-12-30,3,2,0,3,82.3,4.53,2.02,41.8,81.5,0.77,24.3,196.2,299.6,1569.0,5125,16,18.17,1.2874,99.7,0,2023,12,5,None,None,Low,141,0
HEMM-D005,Dumper,2022-07-27,2,0,0,7,80.2,4.08,2.06,48.5,75.6,0.9,24.2,177.9,316.8,2015.0,10201,69,19.66,1.0223,95.2,0,2022,7,2,None,None,Medium,117,0
HEMM-B003,Dozer,2022-06-20,0,2,2,15,69.6,4.47,2.76,41.3,81.9,0.76,24.3,182.5,293.7,1787.0,4673,36,15.57,1.5445,97.5,0,2022,6,0,None,None,Low,142,0
HEMM-B003,Dozer,2022-03-08,0,0,2,20,105.6,4.67,1.77,40.1,83.0,0.42,24.8,175.0,334.3,1831.0,5581,7,22.61,0.9667,89.7,0,2022,3,1,Cooling System Failure,Cooling System,Critical,0,1
HEMM-D001,Dumper,2021-01-20,2,2,2,6,77.6,4.41,1.2,34.0,84.5,0.99,23.9,186.7,301.5,1799.0,6969,76,17.6,0.667,99.6,0,2021,1,2,None,None,Low,171,0
HEMM-G002,Grader,2021-06-16,4,2,2,3,98.6,4.46,2.13,44.6,86.9,0.85,24.7,178.1,314.0,1823.0,9025,8,22.11,1.1684,92.6,0,2021,6,2,None,None,Medium,174,0
HEMM-D004,Dumper,2022-12-24,2,0,1,20,85.35,4.79,1.73,37.0,88.8,0.84,25.1,179.3,353.9,1607.0,6064,54,17.82,1.0765,99.8,0,2022,12,5,None,None,Low,82,0
HEMM-D001,Dumper,2021-09-13,2,0,1,12,73.4,4.23,1.23,25.3,87.9,0.87,24.1,175.1,347.7,1840.0,3361,61,17.35,0.6685,98.6,0,2021,9,0,None,None,Low,150,0
HEMM-D001,Dumper,2022-07-30,2,2,2,12,85.0,4.54,2.22,40.7,85.6,0.89,24.1,167.7,324.4,1818.0,3337,16,18.72,1.2211,99.3,0,2022,7,5,None,None,Low,95,0
HEMM-E003,Excavator,2022-04-25,3,0,0,12,70.6,4.81,2.38,28.6,84.6,0.96,24.6,182.1,280.8,1883.0,802,40,14.68,1.2639,98.9,0,2022,4,0,None,None,Low,116,0
HEMM-E002,Excavator,2021-01-15,3,1,0,13,102.1,4.77,0.93,42.4,81.8,0.85,23.8,186.4,334.4,1808.0,2017,116,21.4,0.5144,91.4,0,2021,1,4,None,None,High,168,0
HEMM-L001,Wheel Loader,2021-12-16,6,2,2,7,92.1,4.35,2.26,35.2,84.4,0.82,24.2,172.0,328.7,1905.0,11010,99,21.17,1.1864,94.9,0,2021,12,3,None,None,Medium,108,0
HEMM-E001,Excavator,2021-05-14,3,2,0,5,84.7,4.69,1.1,44.7,92.6,0.85,25.1,178.0,338.3,1739.0,1265,21,18.06,0.6325,100.0,0,2021,5,4,None,None,Low,34,0
HEMM-E003,Excavator,2023-12-08,3,2,2,9,131.8,4.26,2.32,34.8,85.4,0.39,23.8,180.8,334.0,1928.0,3343,113,30.94,1.2033,74.4,1,2023,12,4,Cooling System Failure,Cooling System,Critical,4,1
HEMM-D001,Dumper,2023-05-25,2,2,0,2,85.8,4.78,2.0,32.6,86.0,0.98,24.7,171.2,310.7,1815.0,5492,60,17.95,1.1019,99.6,0,2023,5,3,None,None,Low,48,0
HEMM-L002,Wheel Loader,2023-08-14,6,0,1,12,82.9,3.82,1.4,41.7,79.2,0.91,24.3,170.1,308.9,1712.0,8674,102,21.7,0.8178,95.5,0,2023,8,0,None,None,Medium,124,0
HEMM-E003,Excavator,2021-04-07,3,0,0,14,88.9,3.86,1.66,55.3,79.5,0.87,25.3,179.7,321.5,1682.0,8923,62,23.03,0.9869,93.8,0,2021,4,2,Fuel System Failure,Fuel System,Critical,3,1
HEMM-D003,Dumper,2021-02-21,2,2,1,8,98.0,4.58,2.06,40.8,76.9,0.85,24.5,182.8,308.5,1667.0,11497,59,21.4,1.2358,91.3,0,2021,2,6,None,None,Medium,177,0
HEMM-E002,Excavator,2021-12-03,3,0,2,10,86.4,3.17,5.75,40.5,85.0,0.9,24.1,187.0,336.2,1546.0,1229,85,27.26,3.7193,81.4,1,2021,12,4,Transmission Failure,Transmission,Critical,7,1
HEMM-D001,Dumper,2022-11-16,2,0,1,8,73.0,4.97,1.44,28.0,80.4,0.94,24.5,177.0,292.8,1678.0,1966,65,14.69,0.8582,99.4,0,2022,11,2,None,None,Low,55,0
HEMM-D002,Dumper,2022-11-15,2,2,2,8,73.0,4.22,1.86,43.7,76.1,0.91,24.7,179.9,313.8,1866.0,1394,104,17.3,0.9968,96.2,0,2022,11,1,None,None,Low,125,0
HEMM-D004,Dumper,2023-07-04,2,2,1,4,86.8,4.51,2.16,40.8,77.0,0.88,23.6,206.6,335.1,1983.0,1601,12,19.25,1.0893,96.6,0,2023,7,1,None,None,Low,158,0
HEMM-D003,Dumper,2021-09-19,2,1,2,15,83.8,4.94,2.19,32.2,81.4,0.76,25.5,189.7,328.9,1880.0,1097,43,16.96,1.1649,99.2,0,2021,9,6,None,None,Low,161,0
HEMM-D003,Dumper,2021-07-28,2,2,0,2,89.3,4.94,2.41,39.1,83.7,0.9,25.2,166.1,280.1,1825.0,9362,11,18.08,1.3205,96.6,0,2021,7,2,None,None,Medium,69,0
HEMM-G002,Grader,2021-07-16,4,2,2,14,69.7,4.09,2.05,45.0,86.0,0.79,25.3,176.2,328.7,1796.0,4019,115,17.04,1.1414,97.8,0,2021,7,4,None,None,Low,164,0
HEMM-D001,Dumper,2023-07-18,2,0,2,15,85.6,4.39,2.12,27.2,83.9,0.78,24.5,173.8,312.6,1788.0,7214,117,19.5,1.1857,98.8,0,2023,7,1,None,None,Low,35,0
HEMM-B003,Dozer,2021-02-23,0,0,1,17,67.3,4.39,5.67,32.4,47.2,0.98,24.0,200.1,343.5,1880.0,5577,80,15.33,3.016,74.5,1,2021,2,1,Tyre Burst,Tyres,Critical,0,1
HEMM-E002,Excavator,2021-09-16,3,2,0,17,73.0,4.38,2.4,41.4,73.4,0.99,24.5,189.4,334.1,1972.0,4398,50,16.67,1.217,94.8,0,2021,9,3,None,None,Low,113,0
HEMM-DR02,Drill Rig,2022-01-16,1,1,1,5,87.0,4.46,3.1,36.6,79.3,0.81,24.2,182.3,329.5,1740.0,922,12,19.51,1.7816,94.4,0,2022,1,6,None,None,Low,73,0
HEMM-DR01,Drill Rig,2023-11-17,1,2,2,12,95.6,4.84,1.79,41.9,83.1,0.91,24.9,185.1,306.8,1817.0,5298,79,19.75,0.9851,94.7,0,2023,11,4,None,None,Low,142,0
HEMM-D005,Dumper,2023-08-20,2,0,0,20,86.6,4.36,2.24,38.3,83.6,0.8,23.9,194.8,335.2,1883.0,5818,42,19.86,1.1896,97.8,0,2023,8,6,None,None,Low,166,0
HEMM-L002,Wheel Loader,2021-10-24,6,1,2,8,89.7,4.68,1.2,38.4,85.3,0.93,25.1,172.7,305.2,2022.0,8508,109,19.17,0.5935,97.6,0,2021,10,6,None,None,Medium,124,0
HEMM-DR01,Drill Rig,2022-12-06,1,1,1,7,92.4,3.9,2.38,37.1,85.8,0.84,24.6,167.7,333.5,1943.0,10694,30,23.69,1.2249,92.2,0,2022,12,1,None,None,Medium,147,0
HEMM-L001,Wheel Loader,2023-08-16,6,2,0,11,87.3,4.89,1.71,39.5,84.2,0.87,24.2,157.7,322.4,1919.0,9676,77,17.85,0.8911,98.8,0,2023,8,2,None,None,Medium,82,0
HEMM-DR01,Drill Rig,2022-11-05,1,1,1,4,90.2,4.87,2.62,52.7,83.0,0.98,24.2,177.5,311.5,1771.0,7643,117,18.52,1.4794,95.5,0,2022,11,5,None,None,Low,93,0
HEMM-D001,Dumper,2022-04-02,2,2,1,8,89.3,4.9,1.57,36.6,92.2,0.92,24.8,178.5,340.3,1882.0,7843,84,18.22,0.8342,97.8,0,2022,4,5,None,None,Low,99,0
HEMM-B003,Dozer,2023-02-09,0,1,1,13,96.1,4.28,1.96,41.4,81.3,0.82,25.3,188.1,333.0,1736.0,3218,110,22.45,1.129,93.1,0,2023,2,3,None,None,Low,36,0
HEMM-D003,Dumper,2023-01-03,2,1,0,18,77.2,4.22,1.66,38.4,75.7,0.83,24.4,168.1,323.9,1903.0,2087,23,18.29,0.8723,96.1,0,2023,1,1,None,None,Low,66,0
HEMM-G001,Grader,2021-03-31,4,1,1,7,100.7,4.22,1.74,37.9,75.3,0.98,24.5,196.6,294.8,1490.0,3441,41,23.86,1.1678,88.1,0,2021,3,2,None,None,High,129,0
HEMM-B001,Dozer,2021-12-23,0,0,1,18,87.1,4.95,8.05,42.9,57.8,0.78,24.1,176.0,329.6,1867.0,4229,27,17.6,4.3117,71.1,1,2021,12,3,Tyre Burst,Tyres,Critical,4,1
HEMM-D001,Dumper,2021-10-09,2,0,0,4,85.4,4.26,1.71,40.0,80.5,1.0,25.6,189.2,345.5,1803.0,5744,31,20.05,0.9484,98.0,0,2021,10,5,None,None,Low,120,0
HEMM-G001,Grader,2023-02-02,4,2,2,6,88.1,3.74,1.31,39.9,83.7,0.93,23.5,175.9,339.0,1827.0,8833,107,23.56,0.717,94.6,0,2023,2,3,None,None,Medium,121,0
HEMM-D003,Dumper,2021-08-31,2,1,2,5,66.6,4.49,1.44,37.7,80.3,0.91,24.8,176.7,296.8,1690.0,3307,29,14.83,0.8521,99.3,0,2021,8,1,None,None,Low,78,0
HEMM-G001,Grader,2022-10-14,4,2,1,14,89.8,4.31,2.2,41.8,79.1,0.81,24.0,188.5,324.2,1795.0,10622,36,20.84,1.2256,94.9,0,2022,10,4,None,None,Medium,122,0
HEMM-E002,Excavator,2022-08-26,3,1,2,11,82.7,3.61,2.3,30.0,80.3,0.97,25.4,168.4,321.1,1731.0,4249,11,22.91,1.3287,94.0,0,2022,8,4,None,None,Low,80,0
HEMM-D005,Dumper,2023-11-07,2,2,1,16,102.8,3.91,1.34,39.9,90.6,0.84,24.8,175.9,296.9,1831.0,3628,98,26.29,0.7318,88.1,0,2023,11,1,None,None,High,99,0
HEMM-D003,Dumper,2021-12-09,2,2,2,13,90.9,4.77,2.12,37.0,84.2,0.88,24.0,177.7,311.0,1918.0,10768,101,19.06,1.1053,96.7,0,2021,12,3,None,None,Medium,56,0
HEMM-L002,Wheel Loader,2023-08-09,6,1,2,11,85.5,4.39,2.01,47.6,82.0,0.77,24.5,187.1,334.3,1794.0,11873,52,19.48,1.1204,99.2,0,2023,8,2,None,None,Medium,102,0
HEMM-L001,Wheel Loader,2023-08-29,6,0,2,19,87.9,5.51,2.04,36.7,86.6,0.81,25.0,181.0,340.6,1756.0,6769,86,15.95,1.1617,98.4,0,2023,8,1,None,None,Low,113,0
HEMM-E002,Excavator,2022-03-26,3,1,1,15,90.5,4.46,2.61,41.5,79.0,0.95,24.4,186.8,274.5,1810.0,4040,55,20.29,1.442,94.0,0,2022,3,5,None,None,Low,115,0
HEMM-G002,Grader,2021-11-18,4,0,1,9,83.8,4.68,2.07,31.4,86.1,0.9,25.1,182.1,315.6,1657.0,9220,15,17.91,1.2492,99.8,0,2021,11,3,None,None,Medium,86,0
HEMM-B002,Dozer,2023-06-30,0,2,1,12,81.9,5.23,1.49,39.2,82.4,0.79,25.0,178.8,299.3,1933.0,3971,79,15.66,0.7708,100.0,0,2023,6,4,None,None,Low,53,0
HEMM-B003,Dozer,2023-05-23,0,0,0,15,94.9,4.92,1.95,42.7,87.0,0.86,24.9,180.8,317.5,1775.0,7286,57,19.29,1.0986,95.0,0,2023,5,1,None,None,Low,160,0
HEMM-B003,Dozer,2022-07-14,0,0,1,1,90.4,4.59,2.27,39.5,79.4,0.81,25.3,168.0,288.4,1760.0,3142,61,19.69,1.2898,95.4,0,2022,7,3,None,None,Low,109,0
HEMM-D003,Dumper,2023-01-06,2,1,2,10,87.6,4.46,1.92,45.0,84.2,0.79,24.2,174.4,295.7,1798.0,8420,70,19.64,1.0679,98.5,0,2023,1,4,None,None,Medium,103,0
HEMM-B001,Dozer,2022-04-12,0,1,1,4,76.5,4.32,2.17,35.3,78.3,0.9,24.1,192.7,334.2,1829.0,1368,51,17.71,1.1864,97.1,0,2022,4,1,None,None,Low,47,0
HEMM-B003,Dozer,2022-02-07,0,2,2,11,91.1,4.46,1.65,34.7,87.6,0.97,23.9,182.4,314.4,1835.0,4296,43,20.43,0.8992,96.8,0,2022,2,0,None,None,Low,68,0
HEMM-B001,Dozer,2022-01-26,0,2,2,20,95.1,4.33,1.84,38.0,86.5,0.81,24.8,183.2,291.2,1925.0,2458,114,21.96,0.9558,94.1,0,2022,1,2,None,None,Low,116,0
HEMM-B001,Dozer,2021-01-18,0,0,0,10,90.6,4.55,1.56,30.8,82.4,0.93,24.2,174.6,328.5,1672.0,5879,105,19.91,0.933,97.2,0,2021,1,0,None,None,Low,159,0
HEMM-D001,Dumper,2023-08-25,2,2,0,17,83.2,3.9,1.78,32.8,80.9,0.78,24.7,178.2,296.7,1594.0,2645,115,21.33,1.1167,96.6,0,2023,8,4,None,None,Low,69,0
HEMM-E002,Excavator,2023-08-30,3,1,2,17,88.4,3.86,1.49,32.2,82.4,0.88,24.4,188.9,318.2,1800.0,9817,105,22.9,0.8278,95.1,0,2023,8,2,None,None,Medium,153,0
HEMM-DR02,Drill Rig,2022-11-29,1,1,2,11,80.8,4.1,1.6,37.5,73.3,0.85,24.5,179.1,335.3,1606.0,3277,59,19.71,0.9963,94.5,0,2022,11,1,None,None,Low,53,0
HEMM-DR02,Drill Rig,2023-07-11,1,2,2,1,87.2,4.94,2.04,30.3,84.8,0.76,24.7,177.9,309.7,1723.0,6339,22,17.65,1.184,98.8,0,2023,7,1,None,None,Low,175,0
HEMM-B002,Dozer,2021-01-20,0,0,0,12,78.0,4.04,1.99,38.8,79.8,0.81,24.3,179.6,338.8,1622.0,5767,33,19.31,1.2269,96.8,0,2021,1,2,None,None,Low,160,0
HEMM-G002,Grader,2022-09-06,4,0,1,19,84.6,4.33,2.1,33.8,80.3,0.82,24.6,192.8,276.1,1695.0,580,77,19.54,1.2389,98.2,0,2022,9,1,None,None,Low,39,0
HEMM-D005,Dumper,2022-11-08,2,2,0,20,76.9,4.49,1.97,32.2,81.9,0.78,25.0,160.1,340.7,1887.0,10158,78,17.13,1.044,99.9,0,2022,11,1,None,None,Medium,45,0
HEMM-E002,Excavator,2023-03-12,3,1,0,18,78.9,4.37,1.64,34.6,80.3,0.8,18.8,174.3,353.5,1743.0,6531,29,18.05,0.9409,98.7,0,2023,3,6,Electrical Fault,Electrical,Critical,7,1
HEMM-D003,Dumper,2021-12-18,2,1,2,18,79.9,4.14,1.56,30.9,84.2,0.9,24.3,179.0,335.1,1783.0,3110,9,19.3,0.8749,98.2,0,2021,12,5,None,None,Low,101,0
HEMM-D001,Dumper,2022-01-18,2,1,1,3,95.0,4.45,1.85,36.3,85.4,0.97,24.7,183.9,363.7,1914.0,6522,41,21.35,0.9666,94.8,0,2022,1,1,None,None,Low,171,0
HEMM-L002,Wheel Loader,2021-05-24,6,0,1,2,78.3,3.38,6.83,44.6,82.2,0.99,24.6,171.8,339.0,1617.0,6239,71,23.17,4.2239,79.9,1,2021,5,0,Transmission Failure,Transmission,Critical,6,1
HEMM-E001,Excavator,2021-08-15,3,1,2,18,81.1,3.45,1.71,37.8,72.7,0.76,24.7,104.5,287.8,1829.0,7055,66,23.51,0.9349,91.0,0,2021,8,6,Hydraulic Failure,Hydraulics,Critical,3,1
HEMM-E002,Excavator,2022-09-27,3,0,2,16,85.2,5.07,1.23,44.2,87.2,0.79,24.1,171.7,340.8,1780.0,2801,82,16.8,0.691,99.9,0,2022,9,1,None,None,Low,77,0
HEMM-E002,Excavator,2023-10-27,3,2,1,15,67.7,4.85,2.14,44.4,78.5,0.97,24.4,193.6,292.7,1951.0,4712,30,13.96,1.0969,98.2,0,2023,10,4,None,None,Low,171,0
HEMM-DR02,Drill Rig,2021-05-12,1,0,0,20,88.1,4.26,2.44,43.5,80.1,0.84,25.4,160.6,332.0,1818.0,4244,72,20.68,1.3421,95.2,0,2021,5,2,None,None,Low,60,0
HEMM-L001,Wheel Loader,2023-08-01,6,0,1,19,89.0,3.85,1.95,38.7,80.8,0.94,24.4,181.0,305.1,1718.0,840,99,23.12,1.135,94.3,0,2023,8,1,None,None,Low,62,0
HEMM-DR02,Drill Rig,2022-12-12,1,2,1,10,78.6,4.48,1.54,42.1,88.1,0.99,24.6,182.1,280.4,1848.0,6607,83,17.54,0.8333,99.9,0,2022,12,0,None,None,Low,112,0
HEMM-E001,Excavator,2023-06-04,3,0,2,13,71.1,4.3,2.04,32.0,87.7,0.78,25.5,167.8,325.2,1720.0,10998,28,16.53,1.186,98.9,0,2023,6,6,None,None,Medium,139,0
HEMM-G002,Grader,2021-03-31,4,1,2,6,99.9,4.37,1.55,34.5,77.3,1.0,24.4,185.1,299.8,1723.0,4685,117,22.86,0.8996,90.0,0,2021,3,2,None,None,Low,86,0
HEMM-D003,Dumper,2022-03-21,2,0,0,14,89.2,4.8,2.05,36.8,86.0,0.85,24.5,178.8,337.3,1816.0,9257,20,18.58,1.1289,97.8,0,2022,3,0,Fuel System Failure,Fuel System,Critical,1,1
HEMM-DR01,Drill Rig,2023-07-13,1,1,1,9,85.7,3.45,1.64,40.5,82.6,0.78,23.8,177.9,300.8,1795.0,3597,69,24.84,0.9136,94.4,0,2023,7,3,None,None,High,93,0
HEMM-D003,Dumper,2023-08-04,2,0,1,11,85.35,4.52,1.85,36.0,82.8,0.79,24.7,174.1,317.2,1945.0,6742,114,18.88,0.9512,99.8,0,2023,8,4,None,None,Low,139,0
HEMM-D001,Dumper,2022-05-29,2,1,2,5,82.2,3.96,2.46,40.3,86.4,0.81,25.2,176.4,282.8,1836.0,5559,90,20.76,1.3399,95.9,0,2022,5,6,None,None,Low,101,0
HEMM-DR02,Drill Rig,2021-05-20,1,1,2,18,73.5,5.38,1.53,39.1,75.0,0.79,24.3,168.5,342.4,1827.0,10964,36,13.66,0.8374,97.2,0,2021,5,3,None,None,Medium,93,0
HEMM-D005,Dumper,2023-08-23,2,0,1,6,90.1,4.39,1.96,41.3,83.2,0.94,23.9,181.3,340.0,1620.0,2994,112,20.52,1.2099,96.9,0,2023,8,2,None,None,Low,164,0
HEMM-E001,Excavator,2022-08-26,3,1,1,18,80.3,4.36,1.49,39.2,76.2,0.81,24.8,195.4,286.6,1640.0,6603,26,18.42,0.9085,97.0,0,2022,8,4,None,None,Low,125,0
HEMM-D001,Dumper,2022-07-14,2,1,1,15,87.3,4.12,2.04,41.2,82.0,0.92,25.1,199.1,314.6,1673.0,6066,27,21.19,1.2194,96.8,0,2022,7,3,None,None,Low,174,0
HEMM-SC01,Scraper,2022-03-19,5,0,2,2,90.8,4.48,1.36,43.2,79.8,0.79,24.9,189.3,347.7,1912.0,10600,108,20.27,0.7113,96.1,0,2022,3,5,None,None,Medium,115,0
HEMM-D004,Dumper,2023-03-11,2,2,2,10,90.2,3.67,4.94,44.0,86.4,0.76,24.0,162.4,315.8,1871.0,7474,11,24.58,2.6403,84.4,0,2023,3,5,Brake Failure,Brakes,Critical,6,1
HEMM-E003,Excavator,2023-02-07,3,1,0,7,97.9,4.04,1.67,62.3,87.7,0.91,25.0,165.3,355.1,1902.0,1697,7,24.23,0.878,91.2,0,2023,2,1,Fuel System Failure,Fuel System,Critical,0,1
HEMM-E002,Excavator,2021-05-10,3,1,2,4,69.0,4.83,6.38,37.3,44.9,0.94,24.5,171.5,322.7,1900.0,11080,26,14.29,3.3579,72.0,1,2021,5,0,Tyre Burst,Tyres,Critical,6,1
HEMM-B003,Dozer,2022-10-23,0,2,2,7,90.9,5.17,2.47,40.6,79.1,0.95,24.7,188.7,335.1,1829.0,10434,31,17.58,1.3505,94.5,0,2022,10,6,None,None,Medium,161,0
HEMM-DR01,Drill Rig,2021-09-05,1,1,0,7,95.1,4.61,1.93,61.0,82.1,0.85,23.8,195.5,344.0,1657.0,1934,50,20.63,1.1648,95.0,0,2021,9,6,Fuel System Failure,Fuel System,Critical,6,1
HEMM-D001,Dumper,2023-03-09,2,1,2,15,80.2,5.25,2.16,39.6,80.1,0.88,24.9,166.6,342.5,1799.0,3806,13,15.28,1.2007,98.8,0,2023,3,3,None,None,Low,144,0
HEMM-G001,Grader,2021-03-31,4,1,2,7,80.3,4.26,1.65,37.9,82.3,0.95,25.0,178.4,330.0,1622.0,6935,43,18.85,1.0173,98.8,0,2021,3,2,None,None,Low,137,0
HEMM-D004,Dumper,2021-12-18,2,0,2,4,86.7,4.16,2.26,36.3,79.4,0.79,25.2,163.3,303.1,1798.0,10028,46,20.84,1.257,95.6,0,2021,12,5,None,None,Medium,81,0
HEMM-D005,Dumper,2022-11-12,2,1,1,11,87.6,5.21,1.64,43.0,82.1,0.86,24.8,177.5,289.0,1737.0,11117,66,16.81,0.9442,98.7,0,2022,11,5,None,None,Medium,131,0
HEMM-DR02,Drill Rig,2023-02-23,1,2,2,8,74.4,4.19,1.86,43.0,81.8,0.91,24.4,175.6,288.4,1812.0,8448,80,17.76,1.0265,98.4,0,2023,2,3,None,None,Medium,101,0
HEMM-E003,Excavator,2021-02-13,3,2,2,4,80.0,4.72,1.94,35.5,77.0,0.76,24.6,181.4,311.8,1649.0,5260,35,16.95,1.1765,98.0,0,2021,2,5,None,None,Low,171,0
HEMM-E003,Excavator,2021-06-12,3,1,0,5,85.6,4.06,2.15,46.3,79.1,0.91,23.9,169.5,325.2,1791.0,6336,68,21.08,1.2004,95.9,0,2021,6,5,None,None,Low,50,0
HEMM-G002,Grader,2022-02-23,4,2,2,2,94.7,4.69,1.9,29.2,76.5,0.93,24.9,176.0,275.7,1848.0,4100,97,20.19,1.0281,93.0,0,2022,2,2,None,None,Low,51,0
HEMM-DR02,Drill Rig,2022-11-05,1,1,1,9,92.5,4.5,2.45,31.4,85.9,0.89,24.9,184.2,318.2,1948.0,5402,87,20.56,1.2577,94.9,0,2022,11,5,None,None,Low,172,0
HEMM-DR01,Drill Rig,2022-08-14,1,1,1,8,90.8,4.03,2.33,42.1,78.1,0.88,23.9,189.1,295.9,2012.0,5627,48,22.53,1.1581,92.2,0,2022,8,6,None,None,Low,86,0
HEMM-D002,Dumper,2022-05-24,2,2,0,8,93.2,4.1,1.75,41.9,86.1,0.92,23.9,190.3,343.1,1646.0,10162,116,22.73,1.0632,93.9,0,2022,5,1,None,None,Medium,113,0
HEMM-E001,Excavator,2023-06-25,3,2,0,1,112.7,4.46,2.0,40.1,80.5,0.47,23.9,178.1,427.0,1749.0,1258,116,25.27,1.1435,85.4,1,2023,6,6,Engine Overheat,Engine,Critical,3,1
HEMM-D005,Dumper,2022-02-23,2,1,2,3,86.8,4.76,1.76,36.2,83.6,0.9,24.2,164.6,298.1,1877.0,3045,80,18.24,0.9377,99.1,0,2022,2,2,None,None,Low,77,0
