Device_ID,Device_Type,Date,Device_Type_enc,Location_enc,Shift_enc,Operating_System_enc,Maintenance_Priority_enc,Device_Age_Years,CPU_Usage_pct,RAM_Usage_pct,Disk_Usage_pct,Temperature_C,Network_Latency_ms,Power_Consumption_W,Battery_Backup_pct,Error_Logs_Count,Fan_Speed_RPM,Voltage_V,Uptime_Hours,Last_Maintenance_Days,Health_Score,CPU_RAM_Avg,Temp_Fan_Ratio,Resource_Pressure,Overdue_Maintenance,Critical_Temp,High_Error,Age_Maint_Score,Year,Month,Day_of_Week,Failure_Type,Failure_Component,Maintenance_Priority,Days_to_Next_Failure,Failure
IT-STR-001,Storage Device,2023-08-20,4,0,0,8,3,6.9,36.4,34.3,54.6,31.8,9.43,98.0,90.5,2,1940.0,229.4,1772,237,82.3,35.35,16.3918,41.23,1,0,0,16.35,2023,8,6,None,None,Medium,38,0
IT-STR-001,Storage Device,2022-09-27,4,0,0,8,2,7.1,13.2,18.1,72.6,30.6,15.75,98.8,100.0,0,1947.0,213.7,524,134,95.6,15.65,15.7165,32.49,0,0,0,9.51,2022,9,1,None,None,Low,127,0
IT-WRK-002,Workstation,2021-09-13,7,2,0,6,3,3.9,50.6,78.0,56.4,38.7,7.9,123.4,85.2,1,2369.0,216.8,3375,253,82.2,64.3,16.336,60.56,1,0,0,9.87,2021,9,0,None,None,Medium,85,0
IT-STR-002,Storage Device,2022-08-29,4,0,2,8,3,4.0,18.0,45.9,88.2,36.6,13.34,100.2,95.2,1,1589.0,219.9,4668,253,80.3,31.95,23.0334,47.43,1,0,0,10.12,2022,8,0,None,None,Medium,131,0
IT-FRW-002,Firewall,2022-03-25,0,1,1,2,3,7.7,24.3,58.7,38.2,35.7,2.56,93.9,96.4,0,2710.0,219.0,2777,327,76.3,41.5,13.1734,38.79,1,0,0,25.18,2022,3,4,None,None,Medium,156,0
IT-SRV-003,Server,2021-05-07,3,0,2,11,3,1.3,61.4,71.1,55.2,46.3,4.95,244.1,94.0,4,3160.0,225.2,4913,183,84.7,66.25,14.6519,62.45,1,0,0,2.38,2021,5,4,None,None,Medium,43,0
IT-STR-002,Storage Device,2022-08-14,4,0,0,8,2,4.9,15.8,26.0,83.9,37.2,2.41,84.8,85.3,3,1674.0,218.0,642,127,91.8,20.9,22.2222,39.29,0,0,0,6.22,2022,8,6,None,None,Low,90,0
IT-PRT-002,Printer,2023-02-18,1,2,0,8,3,2.2,18.2,24.4,67.4,44.5,16.62,120.9,79.6,2,1735.0,215.2,842,195,86.5,21.3,25.6484,34.82,1,0,0,4.29,2023,2,5,None,None,Medium,87,0
IT-FRW-001,Firewall,2023-07-28,0,1,1,2,2,7.7,33.6,50.9,27.7,27.8,4.53,70.9,100.0,1,2424.0,223.8,5119,160,91.5,42.25,11.4686,37.02,0,0,0,12.32,2023,7,4,None,None,Low,64,0
IT-SWT-003,Switch,2021-11-10,5,1,0,1,2,3.2,44.2,34.5,26.0,43.0,4.6,96.7,100.0,1,2408.0,221.5,5939,144,93.1,39.35,17.8571,35.83,0,0,0,4.61,2021,11,2,None,None,Low,78,0
IT-FRW-001,Firewall,2021-10-29,0,1,2,2,2,1.7,38.2,42.6,23.7,28.2,2.8,88.9,96.5,0,2440.0,223.1,8509,174,91.6,40.4,11.5574,35.17,0,0,0,2.96,2021,10,4,None,None,Low,101,0
IT-SRV-004,Server,2021-08-09,3,0,1,7,3,4.2,8.9,58.3,80.3,47.3,6.65,373.8,91.9,1,3334.0,225.3,6721,339,73.6,33.6,14.1872,45.14,1,0,0,14.24,2021,8,0,None,None,Medium,103,0
IT-FRW-002,Firewall,2021-11-28,0,1,0,13,2,2.5,18.8,40.8,45.3,37.9,3.07,66.8,99.5,0,2505.0,217.6,3763,103,98.7,29.8,15.1297,33.35,0,0,0,2.58,2021,11,6,None,None,Low,170,0
IT-SWT-003,Switch,2022-10-21,5,1,2,1,3,6.4,36.1,52.8,37.8,32.3,2.18,62.3,100.0,0,2837.0,220.6,7887,323,76.7,44.45,11.3853,41.62,1,0,0,20.67,2022,10,4,None,None,Medium,142,0
IT-SRV-004,Server,2021-02-19,3,0,1,5,3,4.4,46.1,57.9,61.8,25.8,9.36,388.6,100.0,2,3103.0,226.7,5849,338,72.2,52.0,8.3145,54.35,1,0,0,14.87,2021,2,4,None,None,Medium,154,0
IT-RTR-001,Router,2023-06-13,2,1,1,4,2,1.5,24.6,48.4,32.4,35.3,1.34,38.8,99.8,1,2564.0,214.8,3382,147,92.8,36.5,13.7676,34.08,0,0,0,2.2,2023,6,1,None,None,Low,163,0
IT-RTR-003,Router,2021-09-11,2,1,2,1,0,7.7,26.0,40.4,72.3,44.1,2.78,73.9,100.0,17,2585.0,217.9,793,311,52.4,33.2,17.06,44.21,1,0,1,23.95,2021,9,5,Disk Failure,Hard Disk,Critical,3,1
IT-RTR-002,Router,2021-09-06,2,1,2,4,3,7.6,22.6,32.7,32.5,34.9,4.06,83.6,96.9,1,2554.0,217.8,1435,252,82.3,27.65,13.6648,28.6,1,0,0,19.15,2021,9,0,None,None,Medium,41,0
IT-WRK-004,Workstation,2022-12-16,7,2,0,6,0,4.0,73.7,38.6,55.6,60.8,15.0,113.1,80.4,2,1359.0,224.9,4928,51,90.5,56.15,44.7388,57.74,0,0,0,2.04,2022,12,4,Overheating,Cooling System,Critical,6,1
IT-WRK-003,Workstation,2021-10-11,7,2,0,10,3,1.2,37.5,72.6,70.0,31.6,7.82,189.0,85.7,2,2307.0,214.2,3329,213,84.7,55.05,13.6974,57.78,1,0,0,2.56,2021,10,0,None,None,Medium,133,0
IT-SRV-001,Server,2021-11-02,3,0,2,5,3,3.9,49.0,61.1,39.2,37.849999999999994,5.27,327.1,97.3,1,2930.0,211.0,7343,247,82.8,55.05,12.9181,49.69,1,0,0,9.63,2021,11,1,None,None,Medium,59,0
IT-FRW-002,Firewall,2022-02-03,0,1,0,13,2,4.3,38.2,46.7,32.2,33.9,2.49,67.8,97.9,2,2359.0,222.9,770,19,97.0,42.45,14.3705,38.95,0,0,0,0.82,2022,2,3,None,None,Low,180,0
IT-WRK-001,Workstation,2021-11-19,7,2,2,9,2,7.1,33.3,59.6,75.8,30.5,10.05,143.3,89.6,7,1959.0,222.3,7748,101,88.4,46.45,15.5692,53.94,0,0,0,7.17,2021,11,4,None,None,Low,49,0
IT-SWT-003,Switch,2022-11-14,5,1,0,8,2,1.5,44.6,36.5,31.5,38.2,4.8,92.2,98.7,1,2468.0,220.3,1821,147,92.8,40.55,15.4781,38.24,0,0,0,2.2,2022,11,0,None,None,Low,134,0
IT-WRK-003,Workstation,2021-02-23,7,2,0,10,2,7.1,67.0,75.4,43.6,38.9,5.25,140.7,86.2,3,2084.0,213.4,5931,25,95.5,71.2,18.666,62.5,0,0,0,1.78,2021,2,1,None,None,Low,151,0
IT-WRK-003,Workstation,2021-11-15,7,2,0,6,2,3.8,28.3,54.7,75.4,29.9,5.22,180.5,62.2,0,2011.0,222.7,4863,15,100.0,41.5,14.8682,50.35,0,0,0,0.57,2021,11,0,None,None,Low,57,0
IT-RTR-001,Router,2023-11-28,2,1,2,1,3,5.7,33.6,38.4,27.3,42.1,3.65,76.2,98.0,0,2633.0,222.1,455,335,75.5,36.0,15.9894,33.15,1,0,0,19.1,2023,11,1,None,None,Medium,95,0
IT-SRV-001,Server,2022-04-17,3,0,2,7,2,5.5,41.6,60.1,43.1,39.4,4.27,367.2,88.8,1,3087.0,223.2,5055,102,97.3,50.85,12.7632,47.6,0,0,0,5.61,2022,4,6,None,None,Low,157,0
IT-SRV-005,Server,2021-01-08,3,0,0,7,2,4.1,33.2,59.4,48.5,38.7,4.99,321.6,98.0,2,2935.0,221.8,1536,17,97.0,46.3,13.1857,45.65,0,0,0,0.7,2021,1,4,None,None,Low,168,0
IT-WRK-002,Workstation,2022-03-07,7,2,1,10,3,1.3,63.1,75.4,49.8,32.7,8.6,107.9,71.9,4,2032.0,214.4,7196,330,70.0,69.25,16.0925,62.8,1,0,0,4.29,2022,3,0,None,None,Medium,72,0
IT-RTR-001,Router,2021-12-05,2,1,0,4,3,2.4,44.6,38.5,23.8,37.1,3.26,64.1,100.0,1,2102.0,225.9,7594,287,78.8,41.55,17.6499,36.53,1,0,0,6.89,2021,12,6,None,None,Medium,113,0
IT-SWT-002,Switch,2023-12-07,5,1,1,1,2,3.7,41.0,49.4,25.8,37.4,1.76,76.8,99.1,2,2847.0,220.8,7399,60,97.0,45.2,13.1366,38.96,0,0,0,2.22,2023,12,3,None,None,Low,67,0
IT-UPS-001,UPS,2023-03-30,6,3,2,8,0,0.8,8.4,19.7,18.8,32.0,104.66,424.7,91.7,16,1950.0,210.8,5713,134,71.6,14.05,16.4103,14.91,0,0,1,1.07,2023,3,3,Network Outage,Network Interface,Critical,7,1
IT-SRV-005,Server,2022-10-01,3,0,2,11,3,3.3,69.3,46.8,73.3,28.2,4.01,371.9,96.3,4,3003.0,219.3,4932,353,67.7,58.05,9.3906,63.75,1,0,0,11.65,2022,10,5,None,None,Medium,134,0
IT-SRV-003,Server,2023-08-21,3,0,0,5,3,1.2,53.6,62.6,66.5,40.2,3.16,348.9,97.5,0,3017.0,215.0,8148,184,90.6,58.1,13.3245,60.17,1,0,0,2.21,2023,8,0,None,None,Medium,39,0
IT-SWT-003,Switch,2023-10-09,5,1,1,8,3,4.9,31.0,32.5,34.2,42.8,4.27,100.3,99.3,2,2821.0,218.3,7423,273,78.7,31.75,15.1719,32.41,1,0,0,13.38,2023,10,0,None,None,Medium,160,0
IT-WRK-004,Workstation,2021-08-30,7,2,1,9,0,2.9,25.6,75.7,49.8,29.7,172.04,161.3,82.9,9,1950.0,221.6,6892,155,80.0,50.65,15.2308,47.89,0,0,0,4.5,2021,8,0,Network Outage,Network Interface,Critical,0,1
IT-SRV-005,Server,2023-05-10,3,0,0,5,0,0.6,57.1,62.8,41.7,39.8,179.77,389.9,100.0,18,2732.0,221.3,3496,361,45.9,59.95,14.5681,54.19,1,0,1,2.17,2023,5,2,Network Outage,Network Interface,Critical,2,1
IT-WRK-001,Workstation,2022-10-24,7,2,0,10,3,2.8,57.2,44.1,63.4,47.2,8.5,134.9,94.6,1,2273.0,217.2,2990,263,81.2,50.65,20.7655,55.13,1,0,0,7.36,2022,10,0,None,None,Medium,84,0
IT-RTR-002,Router,2022-07-14,2,1,0,8,0,5.8,39.2,47.0,14.5,52.2,3.61,75.0,96.6,14,2456.0,221.1,6896,97,78.3,43.1,21.2541,34.13,0,0,1,5.63,2022,7,3,Hardware Failure,Motherboard,Critical,0,1
IT-SRV-003,Server,2023-03-24,3,0,2,5,3,0.8,45.6,33.7,54.5,37.3,4.13,402.9,96.0,4,3233.0,219.4,6004,316,71.4,39.65,11.5373,44.7,1,0,0,2.53,2023,3,4,None,None,Medium,147,0
IT-FRW-001,Firewall,2021-05-04,0,1,1,2,3,3.1,26.4,32.8,40.5,37.849999999999994,4.66,100.5,97.2,2,2478.0,218.6,863,289,77.1,29.6,15.2744,32.55,1,0,0,8.96,2021,5,1,None,None,Medium,144,0
IT-SRV-001,Server,2021-01-13,3,0,0,11,3,3.6,50.9,38.9,36.8,56.5,7.66,354.5,92.8,2,2976.0,231.3,5436,329,71.9,44.9,18.9852,43.07,1,0,0,11.84,2021,1,2,None,None,Medium,38,0
IT-STR-001,Storage Device,2022-05-31,4,0,0,8,2,6.0,24.6,47.6,75.2,40.4,10.7,86.5,94.9,8,1743.0,214.2,5320,133,83.7,36.1,23.1784,46.68,0,0,0,7.98,2022,5,1,None,None,Low,41,0
IT-RTR-002,Router,2022-07-01,2,1,1,8,2,4.9,18.2,29.5,36.5,46.2,1.71,83.5,94.0,1,2600.0,220.1,513,93,98.2,23.85,17.7692,27.08,0,0,0,4.56,2022,7,4,None,None,Low,151,0
IT-UPS-001,UPS,2022-06-05,6,3,1,8,2,3.8,6.8,15.1,19.9,29.0,0.1,496.0,85.2,5,2164.0,211.3,4669,30,92.5,10.95,13.4011,13.22,0,0,0,1.14,2022,6,6,None,None,Low,161,0
IT-FRW-002,Firewall,2022-08-08,0,1,2,0,2,2.3,43.8,43.5,30.7,43.9,2.96,79.8,97.9,0,2575.0,217.6,8073,100,99.0,43.65,17.0485,39.78,0,0,0,2.3,2022,8,0,None,None,Low,88,0
IT-FRW-001,Firewall,2022-01-26,0,1,2,0,2,7.4,32.9,44.8,35.5,48.2,1.7,63.0,100.0,2,2493.0,224.0,6549,103,95.7,38.85,19.3341,37.25,0,0,0,7.62,2022,1,2,None,None,Low,172,0
IT-PRT-002,Printer,2023-06-14,1,2,0,8,2,7.2,33.3,14.1,72.2,36.6,14.16,88.4,98.3,3,1501.0,223.1,1760,159,88.6,23.7,24.3837,39.21,0,0,0,11.45,2023,6,2,None,None,Low,68,0
IT-WRK-002,Workstation,2021-07-08,7,2,0,9,3,6.1,50.1,75.8,48.6,38.3,5.04,191.2,93.0,6,1872.0,225.5,4381,311,68.9,62.95,20.4594,57.36,1,0,0,18.97,2021,7,3,None,None,Medium,122,0
IT-SRV-005,Server,2022-12-15,3,0,1,11,2,3.0,28.7,67.7,39.1,42.8,7.96,389.5,92.8,2,3233.0,211.7,1140,131,92.9,48.2,13.2385,43.52,0,0,0,3.93,2022,12,3,None,None,Low,92,0
IT-UPS-001,UPS,2023-09-27,6,3,2,8,3,5.4,7.7,14.7,3.1,20.3,1.18,562.9,85.5,3,1984.0,238.3,1206,259,78.6,11.2,10.2319,8.42,1,0,0,13.99,2023,9,2,None,None,Medium,66,0
IT-UPS-002,UPS,2023-03-19,6,3,1,8,2,2.6,8.1,13.3,17.1,30.6,1.25,449.5,84.5,1,2047.0,240.5,2079,88,98.5,10.7,14.9487,12.36,0,0,0,2.29,2023,3,6,None,None,Low,48,0
IT-SRV-004,Server,2022-07-07,3,0,2,12,1,3.4,88.5,34.7,60.3,46.4,4.99,391.6,97.4,6,3125.0,213.7,4687,184,72.3,61.6,14.848,63.9,1,0,0,6.26,2022,7,3,None,None,High,133,0
IT-SRV-005,Server,2022-05-23,3,0,0,7,3,3.0,38.4,46.6,62.9,40.4,2.58,326.6,95.5,2,3259.0,224.1,2775,328,73.2,42.5,12.3964,48.21,1,0,0,9.84,2022,5,0,None,None,Medium,155,0
IT-WRK-002,Workstation,2023-03-06,7,2,1,9,3,1.5,9.7,38.7,69.8,26.7,5.44,180.2,92.8,4,2370.0,224.1,1686,365,66.5,24.2,11.2658,36.43,1,0,0,5.48,2023,3,0,None,None,Medium,111,0
IT-RTR-001,Router,2022-03-24,2,1,2,4,2,5.0,40.0,33.0,19.1,35.9,4.25,86.7,97.0,1,2739.0,224.0,4420,100,97.5,36.5,13.107,31.63,0,0,0,5.0,2022,3,3,None,None,Low,40,0
IT-UPS-002,UPS,2023-12-20,6,3,2,8,3,2.9,14.8,3.9,18.3,37.3,0.48,530.2,97.3,0,1941.0,212.6,2492,269,82.1,9.35,19.2169,12.58,1,0,0,7.8,2023,12,2,None,None,Medium,53,0
IT-SWT-002,Switch,2021-09-06,5,1,0,8,3,7.9,37.9,52.5,16.8,38.8,2.26,99.0,96.9,1,2477.0,224.2,8747,274,80.1,45.2,15.6641,35.95,1,0,0,21.65,2021,9,0,None,None,Medium,163,0
IT-SWT-003,Switch,2021-11-02,5,1,2,1,2,5.2,31.4,52.6,13.0,41.7,3.15,45.6,99.2,0,2419.0,220.6,7524,16,100.0,42.0,17.2385,32.24,0,0,0,0.83,2021,11,1,None,None,Low,41,0
IT-UPS-001,UPS,2022-07-31,6,3,1,8,2,0.9,3.3,23.7,11.6,31.5,0.69,388.9,89.0,4,2136.0,214.7,5919,163,86.7,13.5,14.7472,11.91,0,0,0,1.47,2022,7,6,None,None,Low,109,0
IT-SRV-002,Server,2022-07-05,3,0,0,12,0,0.6,33.3,52.1,51.0,32.0,3.86,394.2,94.2,2,2802.0,193.4,5887,325,73.5,42.7,11.4204,44.25,1,0,0,1.95,2022,7,1,Power Failure,Power Supply,Critical,6,1
IT-FRW-001,Firewall,2023-06-23,0,1,1,13,0,7.4,42.0,44.8,23.2,35.2,96.08,89.1,96.7,19,2530.0,216.7,8387,252,55.3,43.4,13.913,37.2,1,0,1,18.65,2023,6,4,Network Outage,Network Interface,Critical,6,1
IT-WRK-004,Workstation,2023-09-06,7,2,0,10,1,3.8,25.7,7.2,91.2,45.2,4.27,161.8,96.5,1,2566.0,219.2,1465,48,94.8,16.45,17.615,39.8,0,0,0,1.82,2023,9,2,None,None,High,107,0
IT-SWT-002,Switch,2023-07-30,5,1,1,1,2,4.2,28.7,31.5,32.4,38.3,2.8,77.5,94.6,1,2388.0,212.5,4644,176,89.9,30.1,16.0385,30.65,0,0,0,7.39,2023,7,6,None,None,Low,42,0
IT-STR-001,Storage Device,2022-06-13,4,0,1,8,2,4.2,16.6,34.7,63.8,39.9,10.69,72.9,91.3,0,1829.0,212.7,3687,140,95.0,25.65,21.8152,36.19,0,0,0,5.88,2022,6,0,None,None,Low,95,0
IT-SRV-005,Server,2022-06-15,3,0,0,7,0,6.4,14.6,59.7,85.0,63.4,6.61,285.5,94.7,18,2819.0,216.9,8463,182,57.1,37.15,22.4902,49.25,1,0,1,11.65,2022,6,2,Disk Failure,Hard Disk,Critical,2,1
IT-SRV-002,Server,2023-01-06,3,0,0,7,2,7.8,21.9,58.9,65.4,48.6,9.13,318.1,100.0,1,3209.0,215.1,7919,139,93.6,40.4,15.1449,46.05,0,0,0,10.84,2023,1,4,None,None,Low,31,0
IT-RTR-003,Router,2021-10-09,2,1,1,1,3,6.8,29.5,58.5,23.7,44.5,3.31,75.9,100.0,1,2449.0,218.7,2176,225,85.0,44.0,18.1707,36.46,1,0,0,15.3,2021,10,5,None,None,Medium,119,0
IT-UPS-003,UPS,2021-11-22,6,3,2,8,0,5.7,10.9,18.9,17.0,28.1,59.18,458.2,86.0,6,2102.0,230.1,6981,170,83.0,14.9,13.3682,15.13,0,0,0,9.69,2021,11,0,Network Outage,Network Interface,Critical,1,1
IT-UPS-002,UPS,2021-02-13,6,3,0,8,2,1.8,13.4,24.3,14.3,33.5,0.86,469.7,99.2,1,2058.0,214.8,6166,69,98.5,18.85,16.2779,16.94,0,0,0,1.24,2021,2,5,None,None,Low,99,0
IT-FRW-002,Firewall,2021-05-08,0,1,0,2,2,7.8,44.2,41.8,43.4,37.2,1.76,93.5,96.9,2,2560.0,226.2,4475,179,88.1,43.0,14.5312,43.24,0,0,0,13.96,2021,5,5,None,None,Low,102,0
IT-STR-001,Storage Device,2023-05-20,4,0,2,8,3,1.5,22.5,23.6,78.2,34.9,13.59,86.4,96.4,5,2013.0,219.6,5355,321,69.4,23.05,17.3373,39.54,1,0,0,4.82,2023,5,5,None,None,Medium,57,0
IT-WRK-002,Workstation,2023-12-07,7,2,0,10,0,2.1,58.2,55.0,61.8,30.9,5.34,177.1,7.5,4,1944.0,207.9,3784,105,92.5,56.6,15.8951,58.32,0,0,0,2.2,2023,12,3,UPS Battery Failure,Battery,Critical,3,1
IT-RTR-002,Router,2023-03-19,2,1,2,1,2,3.5,25.3,41.7,30.2,27.8,3.18,90.7,100.0,0,2600.0,223.1,1130,62,100.0,33.5,10.6923,31.69,0,0,0,2.17,2023,3,6,None,None,Low,129,0
IT-FRW-002,Firewall,2021-02-16,0,1,1,2,2,4.2,30.9,42.1,30.5,32.8,3.15,65.6,93.8,4,2546.0,222.6,1038,152,87.8,36.5,12.883,34.14,0,0,0,6.38,2021,2,1,None,None,Low,176,0
IT-WRK-004,Workstation,2021-06-03,7,2,0,6,3,5.5,34.5,50.8,81.6,37.849999999999994,7.39,110.8,92.4,3,1865.0,224.8,2196,327,71.8,42.65,20.2949,53.52,1,0,0,17.98,2021,6,3,None,None,Medium,129,0
IT-FRW-002,Firewall,2021-01-21,0,1,1,0,3,5.2,34.6,24.9,39.6,39.5,3.13,84.5,98.1,1,2553.0,221.1,7274,303,77.2,29.75,15.472,33.19,1,0,0,15.76,2021,1,3,None,None,Medium,70,0
IT-SRV-001,Server,2023-05-01,3,0,0,11,3,3.8,44.4,78.6,47.5,39.4,0.94,232.0,100.0,0,3206.0,212.6,335,294,79.6,61.5,12.2895,55.59,1,0,0,11.17,2023,5,0,None,None,Medium,117,0
IT-RTR-003,Router,2023-04-04,2,1,0,1,3,6.6,60.1,32.8,12.9,35.5,3.87,80.8,95.6,0,2559.0,218.8,6116,195,89.5,46.45,13.8726,37.75,1,0,0,12.87,2023,4,1,None,None,Medium,72,0
IT-WRK-002,Workstation,2023-09-19,7,2,1,9,3,6.6,17.4,65.7,66.9,35.6,1.98,128.7,84.7,4,2319.0,218.3,5269,240,79.0,41.55,15.3514,46.74,1,0,0,15.84,2023,9,1,None,None,Medium,81,0
IT-SRV-001,Server,2023-12-21,3,0,0,12,2,3.8,19.1,61.4,68.7,46.6,2.66,389.4,99.4,1,3468.0,220.0,6328,126,94.9,40.25,13.4371,46.67,0,0,0,4.79,2023,12,3,None,None,Low,177,0
IT-SWT-002,Switch,2022-12-08,5,1,0,8,0,0.9,45.2,87.5,30.0,35.0,4.27,86.0,98.1,19,2485.0,228.4,2880,88,68.5,66.35,14.0845,53.33,0,0,1,0.79,2022,12,3,Memory Failure,RAM,Critical,4,1
IT-SWT-001,Switch,2022-05-23,5,1,1,1,3,7.5,19.8,46.1,22.3,36.7,1.61,81.6,96.8,2,2623.0,221.9,8557,225,83.5,32.95,13.9916,28.44,1,0,0,16.88,2022,5,0,None,None,Medium,44,0
IT-WRK-003,Workstation,2022-09-11,7,2,2,9,3,5.4,27.3,45.0,77.7,40.8,13.14,111.7,77.5,2,2610.0,209.6,5801,364,69.6,36.15,15.6322,47.73,1,0,0,19.66,2022,9,6,None,None,Medium,123,0
IT-SRV-001,Server,2023-08-24,3,0,1,11,0,6.2,46.3,44.6,75.3,46.9,3.92,259.8,43.9,1,3014.0,191.9,7194,127,94.8,45.45,15.5607,54.49,0,0,0,7.87,2023,8,3,UPS Battery Failure,Battery,Critical,0,1
IT-FRW-001,Firewall,2023-12-07,0,1,0,13,2,6.6,35.9,34.4,34.8,31.7,3.38,58.8,94.0,0,2219.0,219.0,6821,73,100.0,35.15,14.2857,35.12,0,0,0,4.82,2023,12,3,None,None,Low,131,0
IT-PRT-001,Printer,2022-01-29,1,2,2,8,2,4.9,18.9,29.9,89.2,32.8,4.02,72.7,87.4,3,1569.0,214.9,8197,36,93.0,24.4,20.905,43.29,0,0,0,1.76,2022,1,5,None,None,Low,157,0
IT-RTR-001,Router,2021-08-15,2,1,1,1,3,4.8,42.1,31.1,47.5,35.7,3.35,76.1,100.0,1,2538.0,220.0,5005,288,78.7,36.6,14.0662,40.42,1,0,0,13.82,2021,8,6,None,None,Medium,98,0
IT-STR-002,Storage Device,2021-01-28,4,0,2,8,1,5.8,21.4,17.5,90.9,40.5,13.17,107.3,86.1,3,1904.0,223.6,8072,9,92.0,19.45,21.271,41.08,0,0,0,0.52,2021,1,3,None,None,High,158,0
IT-SRV-004,Server,2023-09-13,3,0,0,5,2,7.4,41.2,81.7,49.3,41.8,6.91,362.8,95.9,2,2977.0,218.9,4626,93,96.0,61.45,14.041,55.78,0,0,0,6.88,2023,9,2,None,None,Low,128,0
IT-SRV-005,Server,2022-03-07,3,0,2,5,2,5.5,29.5,60.8,60.5,50.5,3.35,339.2,89.1,0,2947.0,215.1,1479,112,97.8,45.15,17.1361,48.19,0,0,0,6.16,2022,3,0,None,None,Low,169,0
IT-WRK-001,Workstation,2022-01-06,7,2,2,6,3,5.2,40.5,30.9,40.8,35.4,5.0,218.2,77.9,4,2161.0,218.2,8585,333,69.7,35.7,16.3813,37.71,1,0,0,17.32,2022,1,3,None,None,Medium,44,0
IT-WRK-003,Workstation,2022-06-07,7,2,2,6,2,0.8,41.0,58.1,72.5,45.0,9.59,99.7,98.2,0,1874.0,222.6,3892,93,99.7,49.55,24.0128,55.58,0,0,0,0.74,2022,6,1,None,None,Low,148,0
IT-SRV-004,Server,2021-08-07,3,0,1,11,2,5.3,0.0,68.1,58.9,31.3,4.27,327.2,98.2,0,2801.0,226.7,2499,148,94.2,34.05,11.1746,38.1,0,0,0,7.84,2021,8,5,None,None,Low,103,0
IT-WRK-004,Workstation,2023-11-23,7,2,1,10,3,3.3,72.5,26.9,87.5,41.2,6.74,134.0,100.0,5,2325.0,215.0,994,258,72.9,49.7,17.7204,63.32,1,0,0,8.51,2023,11,3,None,None,Medium,155,0
IT-STR-001,Storage Device,2022-04-11,4,0,1,8,3,4.4,27.8,36.3,63.9,38.4,8.35,115.5,96.5,2,1952.0,221.8,1881,314,74.6,32.05,19.6721,41.18,1,0,0,13.82,2022,4,0,None,None,Medium,172,0
IT-SWT-002,Switch,2022-03-13,5,1,0,1,2,1.0,36.4,40.6,15.9,29.1,1.02,81.8,99.1,0,2480.0,220.0,5393,92,99.8,38.5,11.7339,31.51,0,0,0,0.92,2022,3,6,None,None,Low,178,0
IT-SRV-002,Server,2023-06-27,3,0,0,5,2,4.6,56.2,60.8,41.2,46.0,5.75,440.1,91.5,1,2741.0,217.6,1747,25,98.5,58.5,16.7822,53.08,0,0,0,1.15,2023,6,1,None,None,Low,167,0
IT-FRW-002,Firewall,2023-11-21,0,1,1,0,3,0.8,47.4,44.1,33.9,37.5,2.02,75.0,99.0,0,2735.0,223.1,3252,301,78.9,45.75,13.7112,42.36,1,0,0,2.41,2023,11,1,None,None,Medium,121,0
IT-RTR-002,Router,2021-04-16,2,1,0,1,2,5.6,34.9,38.7,23.8,36.9,3.99,46.4,95.3,1,2300.0,222.4,2945,9,98.5,36.8,16.0435,32.71,0,0,0,0.5,2021,4,4,None,None,Low,87,0
IT-WRK-004,Workstation,2023-07-30,7,2,0,9,3,7.8,47.5,72.5,56.9,44.0,5.15,178.1,96.4,0,2333.0,218.8,7219,229,86.1,60.0,18.8598,57.82,1,0,0,17.86,2023,7,6,None,None,Medium,71,0
IT-RTR-002,Router,2021-04-22,2,1,2,4,3,7.4,33.3,48.8,39.3,34.4,3.48,90.4,99.4,0,2466.0,219.5,6874,209,88.1,41.05,13.9497,39.75,1,0,0,15.47,2021,4,3,None,None,Medium,61,0
IT-RTR-003,Router,2023-02-04,2,1,0,4,3,7.0,31.0,64.0,24.0,33.5,3.02,102.4,99.4,1,2492.0,226.7,5507,244,83.1,47.5,13.443,38.8,1,0,0,17.08,2023,2,5,None,None,Medium,58,0
IT-PRT-001,Printer,2022-06-21,1,2,1,8,3,7.2,21.1,34.7,80.4,37.4,10.95,99.3,89.3,3,1715.0,222.5,8268,253,79.2,27.9,21.8076,42.97,1,0,0,18.22,2022,6,1,None,None,Medium,87,0
IT-SRV-004,Server,2023-02-23,3,0,0,12,3,4.2,57.9,67.2,59.9,49.4,0.29,272.4,100.0,1,2957.0,223.8,7588,307,76.8,62.55,16.7061,61.29,1,0,0,12.89,2023,2,3,None,None,Medium,107,0
IT-SRV-005,Server,2023-07-23,3,0,1,11,2,0.9,47.4,43.6,48.6,36.9,3.88,324.2,91.0,5,2924.0,216.6,5802,24,92.5,45.5,12.6197,46.62,0,0,0,0.22,2023,7,6,None,None,Low,74,0
IT-SWT-001,Switch,2023-02-03,5,1,1,1,2,6.3,37.7,40.2,36.4,41.6,3.64,80.5,100.0,0,2594.0,219.8,2203,103,98.7,38.95,16.037,38.06,0,0,0,6.49,2023,2,4,None,None,Low,155,0
IT-STR-002,Storage Device,2021-12-19,4,0,1,8,3,2.3,22.6,34.0,84.5,26.0,19.0,53.1,90.1,2,1823.0,226.0,6627,199,86.1,28.3,14.2622,44.59,1,0,0,4.58,2021,12,6,None,None,Medium,70,0
