Equipment_ID,Equipment_Type,Date,Equipment_Type_enc,Shift_enc,Road_Condition_enc,Operator_Experience_Yr,Engine_Temp_C,Oil_Pressure_bar,Vibration_mms,Fuel_Consumption_Lhr,Tyre_Pressure_PSI,Coolant_Level,Battery_Voltage_V,Hydraulic_Pressure_bar,Exhaust_Temp_C,RPM,Operating_Hours,Load_Cycles_per_Day,Temp_Oil_Ratio,Vib_RPM_Ratio,Health_Score,High_Risk,Year,Month,Day_of_Week,Failure_Type,Failure_Component,Maintenance_Priority,Days_to_Next_Failure,Failure,Engine_Temp_C_Lower_Limit,Engine_Temp_C_Upper_Limit,Engine_Temp_C_Status,Oil_Pressure_bar_Lower_Limit,Oil_Pressure_bar_Upper_Limit,Oil_Pressure_bar_Status,Vibration_mms_Lower_Limit,Vibration_mms_Upper_Limit,Vibration_mms_Status,Fuel_Consumption_Lhr_Lower_Limit,Fuel_Consumption_Lhr_Upper_Limit,Fuel_Consumption_Lhr_Status,Tyre_Pressure_PSI_Lower_Limit,Tyre_Pressure_PSI_Upper_Limit,Tyre_Pressure_PSI_Status,Coolant_Level_Lower_Limit,Coolant_Level_Upper_Limit,Coolant_Level_Status,Battery_Voltage_V_Lower_Limit,Battery_Voltage_V_Upper_Limit,Battery_Voltage_V_Status,Hydraulic_Pressure_bar_Lower_Limit,Hydraulic_Pressure_bar_Upper_Limit,Hydraulic_Pressure_bar_Status,Exhaust_Temp_C_Lower_Limit,Exhaust_Temp_C_Upper_Limit,Exhaust_Temp_C_Status,RPM_Lower_Limit,RPM_Upper_Limit,RPM_Status,Maintenance_Type,PM_Interval_Hours,Next_PM_Due_Hours,PM_Status,Maintenance_Cost_INR,Estimated_Downtime_Hrs,Last_Maintenance_Type,Days_Since_Last_Maintenance,Maintenance_Team,Engine_Condition,Tyre_Condition,Hydraulic_Condition,Brake_Condition,Electrical_Condition,Fuel_System_Condition,Transmission_Condition,Cooling_System_Condition,Engine_Replacement_Needed,Tyre_Replacement_Needed,Hydraulic_Replacement_Needed,Brake_Replacement_Needed,Electrical_Replacement_Needed,Engine_Life_Remaining_pct,Tyre_Life_Remaining_pct,Hydraulic_Life_Remaining_pct,Battery_Life_Remaining_pct,Brake_Life_Remaining_pct,Spare_Parts_Required,Prescriptive_Action
HEMM-B002,Dozer,2022-03-25,0,0,0,15,102.5,4.41,1.86,57.3,76.7,0.79,24.5,187.5,263.6,1761.0,2615,81,23.24,1.0562,88.7,0,2022,3,4,Fuel System Failure,Fuel System,Critical,0,1,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Above Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Corrective Maintenance,250,135,Breakdown - Immediate Action,154179,8.4,Scheduled Maintenance,113,Team D - General,Warning,Good,Good,Good,Good,Critical,Good,Good,Monitor,No,No,No,No,78.2,57.6,73.8,90.7,62.8,No Parts Required,IMMEDIATE ACTION: Stop machine. Replace Fuel System. Contact maintenance team.
HEMM-B002,Dozer,2023-10-26,0,2,2,4,81.9,4.58,2.28,32.5,83.0,0.89,25.2,176.0,339.4,2011.0,4680,113,17.88,1.1338,99.2,0,2023,10,3,None,None,Low,86,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,250,70,PM Not Due,6565,0.3,Scheduled Maintenance,162,Team C - Hydraulics,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,61.0,5.0,53.2,93.3,54.4,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-E002,Excavator,2023-10-11,3,0,0,13,93.0,4.7,5.86,43.4,80.0,0.88,24.2,162.0,348.7,2133.0,1163,108,19.79,2.7473,83.6,1,2023,10,2,Brake Failure,Brakes,Critical,3,1,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Above Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Corrective Maintenance,200,37,Breakdown - Immediate Action,145885,38.4,Scheduled Maintenance,82,Team B - Electrical,Good,Good,Good,Critical,Good,Good,Good,Good,No,No,No,Yes,No,90.3,74.9,88.4,89.6,5.0,Brake Pads/Disc,IMMEDIATE ACTION: Stop machine. Replace Brakes. Contact maintenance team.
HEMM-D002,Dumper,2022-01-02,2,0,2,13,86.6,3.83,2.06,38.3,85.1,0.98,24.3,171.7,335.2,1778.0,5100,109,22.61,1.1586,95.7,0,2022,1,6,None,None,Low,174,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,250,150,PM Not Due,2739,0.4,Scheduled Maintenance,165,Team B - Electrical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,57.5,5.0,49.0,90.0,58.8,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-E001,Excavator,2021-02-14,3,2,2,13,84.4,4.11,1.66,33.8,90.8,0.76,23.4,179.0,354.4,1843.0,5728,59,20.54,0.9007,98.0,0,2021,2,6,None,None,Low,90,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,200,72,PM Not Due,5232,0.7,Corrective Maintenance,105,Team B - Electrical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,52.3,32.4,42.7,86.7,66.8,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-G001,Grader,2023-03-13,4,0,0,3,83.1,4.31,1.31,39.7,82.6,0.79,23.7,179.3,348.5,1688.0,8848,98,19.28,0.7761,99.0,0,2023,3,0,None,None,Medium,104,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,300,152,PM Not Due,10456,3.8,Scheduled Maintenance,9,Team B - Electrical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,26.3,5.0,11.5,87.8,73.8,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-E002,Excavator,2023-03-18,3,1,2,5,86.9,4.78,1.24,36.3,86.2,0.77,23.9,174.7,323.2,1835.0,5498,101,18.18,0.6757,99.0,0,2023,3,5,None,None,Low,179,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,200,102,PM Not Due,4166,0.2,Condition Based Monitoring,71,Team A - Mechanical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,54.2,5.0,45.0,88.5,75.2,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-D002,Dumper,2022-09-15,2,0,0,6,92.6,4.75,2.39,43.3,82.4,0.91,24.7,184.4,338.1,1711.0,9656,22,19.49,1.3968,95.0,0,2022,9,3,None,None,Medium,131,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,250,94,PM Not Due,27582,7.9,Scheduled Maintenance,21,Team C - Hydraulics,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,19.5,57.5,5.0,91.5,52.2,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-B002,Dozer,2021-10-24,0,1,2,7,91.2,2.16,2.26,45.3,78.7,0.84,24.3,115.9,304.0,1857.0,3405,99,42.22,1.217,83.1,1,2021,10,6,Hydraulic Failure,Hydraulics,Critical,1,1,60,105,Normal,3.0,6.0,Below Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Below Normal,250,420,Normal,1400,2200,Normal,Corrective Maintenance,250,95,Breakdown - Immediate Action,82398,24.8,Scheduled Maintenance,126,Team A - Mechanical,Good,Good,Critical,Good,Good,Good,Good,Good,No,No,Yes,No,No,71.6,32.6,65.9,90.0,54.8,Hydraulic Seal/Pump,IMMEDIATE ACTION: Stop machine. Replace Hydraulics. Contact maintenance team.
HEMM-G002,Grader,2023-05-25,4,2,0,6,91.3,4.57,1.79,41.8,76.0,0.75,24.3,174.4,353.2,1908.0,1122,17,19.98,0.9382,94.4,0,2023,5,3,None,None,Low,157,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,300,78,PM Not Due,5725,1.0,Corrective Maintenance,121,Team B - Electrical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,90.6,96.2,88.8,90.0,64.2,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-E001,Excavator,2021-04-18,3,1,2,17,78.8,3.94,1.96,32.6,84.8,0.75,24.4,184.1,307.4,1717.0,10851,48,20.0,1.1415,97.2,0,2021,4,6,None,None,Medium,144,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,200,149,PM Not Due,22077,7.8,Preventive Maintenance,106,Team D - General,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,9.6,5.0,5.0,90.4,60.8,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-D005,Dumper,2023-04-08,2,1,0,2,80.7,4.29,1.64,44.6,77.3,0.85,24.4,180.8,301.0,1810.0,2146,35,18.81,0.9061,97.1,0,2023,4,5,None,None,Low,143,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,250,104,PM Not Due,7511,0.1,Preventive Maintenance,86,Team D - General,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,82.1,85.0,78.5,90.4,67.2,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-E001,Excavator,2023-02-08,3,2,2,3,83.8,4.29,1.82,48.6,85.1,0.99,25.2,165.1,317.3,1903.0,7796,115,19.53,0.9564,99.0,0,2023,2,2,None,None,Low,30,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,200,4,PM Due Now,7507,0.3,Scheduled Maintenance,109,Team B - Electrical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,35.0,5.0,22.0,93.3,63.6,No Parts Required,Perform scheduled PM now. PM interval: 200 hrs.
HEMM-DR02,Drill Rig,2023-01-23,1,1,1,4,80.1,4.67,1.72,39.0,78.3,0.78,25.3,183.2,340.0,1775.0,2110,15,17.15,0.969,98.5,0,2023,1,0,None,None,Low,110,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,150,140,PM Not Due,4147,0.0,Corrective Maintenance,26,Team A - Mechanical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,82.4,93.7,78.9,93.7,65.6,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-L002,Wheel Loader,2022-04-06,6,1,0,19,84.4,4.68,1.84,39.2,77.0,0.77,24.6,185.5,315.8,1883.0,9587,78,18.03,0.9772,98.0,0,2022,4,2,None,None,Medium,69,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,250,163,PM Not Due,29154,3.4,Scheduled Maintenance,42,Team A - Mechanical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,20.1,5.0,5.0,91.1,63.2,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-D004,Dumper,2022-01-06,2,0,0,16,96.8,4.79,2.31,41.7,77.5,0.85,24.8,180.7,303.6,1694.0,10761,94,20.21,1.3636,91.4,0,2022,1,3,None,None,Medium,39,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,250,239,PM Not Due,22485,7.1,Preventive Maintenance,179,Team C - Hydraulics,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,10.3,5.0,5.0,91.9,53.8,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-D005,Dumper,2021-07-23,2,0,2,3,79.2,4.15,2.34,37.6,89.7,0.97,24.4,164.6,314.4,1731.0,11894,115,19.08,1.3518,97.2,0,2021,7,4,None,None,Medium,159,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,250,106,PM Not Due,22172,4.5,Corrective Maintenance,67,Team D - General,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,5.0,5.0,5.0,90.4,53.2,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-D001,Dumper,2023-03-18,2,2,1,18,78.4,4.75,2.23,31.8,80.6,0.96,23.3,201.8,319.7,1910.0,8884,67,16.51,1.1675,98.8,0,2023,3,5,None,None,Medium,32,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,250,116,PM Not Due,13550,7.4,Condition Based Monitoring,130,Team B - Electrical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,26.0,5.0,11.2,86.3,55.4,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-SC01,Scraper,2021-09-12,5,1,2,4,89.5,4.68,1.28,34.3,74.9,0.87,24.5,191.6,293.9,1729.0,3160,115,19.12,0.7403,94.9,0,2021,9,6,None,None,Low,75,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,300,140,PM Not Due,7528,0.5,Condition Based Monitoring,17,Team A - Mechanical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,73.7,27.3,68.4,90.7,74.4,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-D001,Dumper,2023-07-05,2,0,2,4,76.1,4.31,1.84,45.9,80.7,0.81,24.2,150.1,299.7,1783.0,841,21,17.66,1.032,98.5,0,2023,7,2,None,None,Low,133,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,250,159,PM Not Due,3915,0.7,Corrective Maintenance,91,Team A - Mechanical,Good,Good,Warning,Good,Good,Good,Good,Good,No,No,Monitor,No,No,93.0,96.5,91.6,89.6,63.2,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-E001,Excavator,2021-06-29,3,2,1,9,62.3,3.66,2.74,35.0,84.9,0.97,25.5,191.5,323.4,1820.0,773,15,17.02,1.5055,93.6,0,2021,6,1,None,None,Low,142,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,200,27,PM Due Soon,5862,0.6,Condition Based Monitoring,108,Team C - Hydraulics,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,93.6,97.7,92.3,94.4,45.2,No Parts Required,Plan PM in next 27 hours.
HEMM-G001,Grader,2021-12-18,4,0,1,1,97.5,3.62,2.04,35.4,89.0,0.94,25.3,213.0,361.6,1799.0,4268,43,26.93,1.134,89.2,0,2021,12,5,None,None,Low,137,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,300,232,PM Not Due,2205,0.5,Corrective Maintenance,155,Team D - General,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,64.4,63.3,57.3,93.7,59.2,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-L002,Wheel Loader,2022-08-24,6,2,2,18,99.3,4.68,1.68,33.6,83.2,0.94,24.4,200.9,317.3,1580.0,7489,22,21.22,1.0633,92.8,0,2022,8,2,None,None,Low,137,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,250,11,PM Due Now,7075,0.6,Scheduled Maintenance,141,Team B - Electrical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,37.6,67.0,25.1,90.4,66.4,No Parts Required,Perform scheduled PM now. PM interval: 250 hrs.
HEMM-B003,Dozer,2023-12-07,0,0,1,20,75.9,4.65,1.67,34.8,86.0,0.81,24.8,199.7,306.2,1980.0,9018,70,16.32,0.8434,100.0,0,2023,12,3,None,None,Medium,147,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,250,232,PM Not Due,28396,4.4,Scheduled Maintenance,84,Team D - General,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,24.9,5.0,9.8,91.9,66.6,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-D002,Dumper,2022-05-01,2,1,1,7,80.6,4.6,1.86,42.5,87.1,0.79,24.2,165.1,301.4,1725.0,2521,43,17.52,1.0783,100.0,0,2022,5,6,None,None,Low,40,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Scheduled Maintenance,250,229,PM Not Due,13374,4.4,Preventive Maintenance,117,Team B - Electrical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,79.0,78.3,74.8,89.6,62.8,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-SC01,Scraper,2022-03-19,5,2,2,12,92.5,5.29,2.01,37.9,84.2,0.99,24.2,168.2,332.6,1738.0,4744,21,17.49,1.1565,96.2,0,2022,3,5,None,None,Low,161,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,300,56,PM Not Due,6997,0.1,Scheduled Maintenance,178,Team A - Mechanical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,60.5,80.1,52.6,89.6,59.8,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-D003,Dumper,2022-06-07,2,0,1,13,76.6,4.04,2.36,35.5,86.4,0.87,25.0,188.2,320.1,1647.0,10845,120,18.96,1.4329,96.6,0,2022,6,1,None,None,Medium,100,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,250,155,PM Not Due,17253,6.0,Scheduled Maintenance,8,Team A - Mechanical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,9.6,5.0,5.0,92.6,52.8,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-D003,Dumper,2022-06-05,2,2,2,14,78.8,4.78,1.78,40.7,78.3,0.9,25.1,179.9,308.7,1795.0,11578,23,16.49,0.9916,98.5,0,2022,6,6,None,None,Medium,159,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,250,172,PM Not Due,12071,2.8,Preventive Maintenance,14,Team B - Electrical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,5.0,46.7,5.0,93.0,64.4,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-B001,Dozer,2022-01-30,0,2,2,12,75.5,4.12,1.94,40.3,76.5,0.99,25.4,174.9,317.3,2118.0,9434,89,18.33,0.916,95.9,0,2022,1,6,None,None,Medium,118,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,250,66,PM Not Due,25213,3.8,Corrective Maintenance,165,Team D - General,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,21.4,5.0,5.7,94.1,61.2,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-E001,Excavator,2023-05-10,3,1,1,11,84.3,3.75,1.97,33.0,79.1,0.79,23.9,180.6,336.5,1879.0,7304,53,22.48,1.0484,95.1,0,2023,5,2,None,None,Low,75,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,200,96,PM Not Due,7743,0.9,Scheduled Maintenance,165,Team D - General,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,39.1,22.6,27.0,88.5,60.6,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-E003,Excavator,2021-06-08,3,0,2,4,66.3,4.13,2.15,33.5,86.6,0.88,24.7,172.7,285.1,1837.0,8907,19,16.05,1.1704,97.7,0,2021,6,1,None,None,Medium,119,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Preventive Maintenance,200,93,PM Not Due,19902,7.6,Scheduled Maintenance,48,Team C - Hydraulics,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,25.8,66.2,10.9,91.5,57.0,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-D003,Dumper,2022-11-06,2,2,0,3,64.8,4.3,1.53,48.3,82.2,0.92,21.7,176.4,315.0,1804.0,6144,47,15.07,0.8481,99.0,0,2022,11,6,Electrical Fault,Electrical,Critical,3,1,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Below Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Corrective Maintenance,250,106,Breakdown - Immediate Action,157032,23.7,Scheduled Maintenance,162,Team B - Electrical,Good,Good,Good,Good,Critical,Good,Good,Good,No,No,No,No,Yes,48.8,42.2,38.6,80.4,69.4,Battery/Alternator,IMMEDIATE ACTION: Stop machine. Replace Electrical. Contact maintenance team.
HEMM-D001,Dumper,2021-07-20,2,0,1,8,104.3,4.5,1.91,44.7,80.5,0.58,24.5,202.4,301.1,1763.0,6403,18,23.18,1.0834,89.8,0,2021,7,1,Cooling System Failure,Cooling System,Critical,4,1,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Below Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Corrective Maintenance,250,97,Breakdown - Immediate Action,80585,41.3,Preventive Maintenance,114,Team D - General,Warning,Good,Good,Good,Good,Good,Good,Critical,Monitor,No,No,No,No,46.6,76.9,36.0,90.7,61.8,No Parts Required,IMMEDIATE ACTION: Stop machine. Replace Cooling System. Contact maintenance team.
HEMM-D004,Dumper,2023-12-20,2,0,0,19,79.5,4.94,1.05,35.3,85.3,0.92,24.4,182.8,298.4,1832.0,4820,75,16.09,0.5731,100.0,0,2023,12,2,None,None,Low,63,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,250,180,PM Not Due,3145,0.3,Corrective Maintenance,165,Team A - Mechanical,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,59.8,27.7,51.8,90.4,79.0,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-D002,Dumper,2021-12-16,2,0,2,13,90.1,4.12,1.24,34.2,81.2,0.78,25.1,175.4,355.8,1916.0,3160,49,21.87,0.6472,95.2,0,2021,12,3,None,None,Low,160,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,250,90,PM Not Due,2371,0.5,Preventive Maintenance,35,Team D - General,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,73.7,69.0,68.4,93.0,75.2,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-SC01,Scraper,2023-04-05,5,0,1,19,88.0,4.42,2.07,34.5,82.2,0.92,25.5,182.9,314.7,1771.0,2290,38,19.91,1.1688,97.9,0,2023,4,2,None,None,Low,45,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,300,110,PM Not Due,2304,0.2,Condition Based Monitoring,1,Team D - General,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,80.9,82.6,77.1,94.4,58.6,No Parts Required,Continue normal operation. Monitor sensors.
HEMM-D005,Dumper,2021-09-16,2,1,0,13,76.7,4.14,3.98,30.8,88.8,0.86,25.3,171.6,317.3,1974.0,9498,99,18.53,2.0162,92.3,0,2021,9,3,Brake Failure,Brakes,Critical,5,1,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Corrective Maintenance,250,2,Breakdown - Immediate Action,129787,45.7,Scheduled Maintenance,103,Team C - Hydraulics,Good,Good,Good,Critical,Good,Good,Good,Good,No,No,No,Yes,No,20.9,5.0,5.0,93.7,20.4,Brake Pads/Disc,IMMEDIATE ACTION: Stop machine. Replace Brakes. Contact maintenance team.
HEMM-DR01,Drill Rig,2023-07-27,1,1,0,15,89.0,4.61,2.01,43.1,77.2,0.87,25.3,183.0,275.3,1832.0,5999,107,19.31,1.0972,96.0,0,2023,7,3,None,None,Low,170,0,60,105,Normal,3.0,6.0,Normal,0.5,4.5,Normal,20,55,Normal,70,95,Normal,0.6,1.0,Normal,22,27,Normal,150,220,Normal,250,420,Normal,1400,2200,Normal,Condition Based Monitoring,150,1,PM Due Now,6035,0.1,Condition Based Monitoring,52,Team D - General,Good,Good,Good,Good,Good,Good,Good,Good,No,No,No,No,No,50.0,5.0,40.0,93.7,59.8,No Parts Required,Perform scheduled PM now. PM interval: 150 hrs.
