Equipment_ID,Equipment_Type,Date,Shift,Operator_Experience_Yr,Road_Condition,Engine_Temp_C,Oil_Pressure_bar,Vibration_mms,Fuel_Consumption_Lhr,Tyre_Pressure_PSI,Coolant_Level,Battery_Voltage_V,Hydraulic_Pressure_bar,Exhaust_Temp_C,RPM,Operating_Hours,Load_Cycles_per_Day,Days_to_Next_Failure,Failure_Component,Failure_Type,Failure,Maintenance_Priority
HEMM-DR02,Drill Rig,2021-06-28,Night,13,Fair,73.1,4.57,1.62,35.0,87.0,0.99,23.9,177.8,359.5,1762.0,3385,67,39,None,None,0,Low
HEMM-L002,Wheel Loader,2021-04-25,Night,12,Poor,103.4,4.09,2.33,31.4,82.6,0.81,25.0,179.8,332.2,1699.0,6713,23,163,None,None,0,High
HEMM-G001,Grader,2023-03-02,Afternoon,1,Fair,80.7,4.26,1.85,31.9,82.2,0.9,24.6,168.5,297.1,1564.0,4863,49,65,None,None,0,Low
HEMM-DR02,Drill Rig,2021-06-29,Morning,15,Fair,80.4,4.86,1.83,35.3,72.1,0.82,24.0,185.2,306.9,1698.0,7009,107,147,None,None,0,Low
HEMM-DR01,Drill Rig,2023-04-29,Morning,19,Good,78.5,3.97,1.54,36.6,88.4,0.8,24.7,176.6,330.0,1994.0,9996,16,70,None,None,0,Medium
HEMM-L001,Wheel Loader,2023-12-12,Afternoon,3,Fair,79.8,4.46,2.57,36.9,75.9,0.75,20.1,175.6,319.2,1827.0,9877,101,6,Electrical,Electrical Fault,1,Critical
HEMM-DR01,Drill Rig,2021-12-25,Night,15,Good,107.3,4.74,2.23,34.9,77.6,0.78,24.8,200.5,332.1,1847.0,11836,77,141,None,None,0,High
HEMM-G002,Grader,2022-08-16,Night,16,Fair,94.9,4.9,1.34,37.0,81.3,0.84,24.1,170.7,299.0,1833.0,891,110,90,None,None,0,Low
HEMM-B002,Dozer,2023-10-09,Night,15,Good,123.6,4.67,2.4,36.9,81.8,0.52,23.9,184.5,330.9,1691.0,3878,8,4,Cooling System,Cooling System Failure,1,Critical
HEMM-D004,Dumper,2022-08-13,Afternoon,6,Poor,75.0,4.33,2.47,38.6,86.4,0.91,25.3,173.0,286.6,1737.0,8259,93,170,None,None,0,Medium
HEMM-D004,Dumper,2022-07-22,Afternoon,3,Fair,92.8,4.87,2.15,32.4,81.8,0.82,25.1,195.8,359.3,1833.0,10012,100,154,None,None,0,Medium
HEMM-DR01,Drill Rig,2022-06-13,Night,16,Good,86.7,4.89,1.71,42.0,84.6,0.85,24.6,187.2,338.0,1812.0,11574,109,171,None,None,0,Medium
HEMM-D001,Dumper,2022-06-16,Morning,19,Fair,79.8,3.81,2.42,38.2,79.9,0.85,24.6,182.7,309.7,1859.0,1158,23,125,None,None,0,Low
HEMM-D005,Dumper,2023-01-02,Morning,2,Fair,96.4,4.92,2.81,40.1,81.8,0.85,23.7,182.3,305.0,1621.0,4667,51,77,None,None,0,Low
HEMM-G001,Grader,2021-04-10,Afternoon,10,Good,84.7,4.77,2.24,35.7,90.5,0.89,24.0,177.1,332.3,1568.0,8877,86,174,None,None,0,Medium
HEMM-E001,Excavator,2021-07-13,Night,6,Fair,82.5,4.72,2.19,36.7,79.4,0.78,24.6,183.9,299.3,1865.0,9108,46,177,None,None,0,Medium
HEMM-B002,Dozer,2022-07-10,Night,12,Poor,88.4,4.27,2.65,50.4,79.9,0.77,24.0,168.2,286.1,1848.0,1770,73,72,None,None,0,Low
HEMM-D005,Dumper,2021-01-27,Morning,17,Fair,77.7,4.78,2.34,41.0,88.1,0.85,24.2,191.1,335.0,1683.0,4810,52,93,None,None,0,Low
HEMM-E001,Excavator,2021-07-29,Morning,5,Good,82.5,4.42,2.3,35.2,78.6,0.86,24.0,172.3,348.7,1819.0,8447,33,144,None,None,0,Medium
HEMM-SC01,Scraper,2023-12-13,Night,18,Good,90.2,4.65,2.53,25.9,81.6,0.87,24.6,184.9,293.1,1593.0,11705,101,161,None,None,0,Medium
HEMM-D003,Dumper,2021-08-27,Morning,1,Fair,93.1,4.98,1.69,43.0,78.9,0.94,24.9,170.8,307.9,1946.0,8056,49,163,None,None,0,Medium
HEMM-D005,Dumper,2023-06-25,Night,17,Poor,91.6,4.52,1.57,40.3,79.1,0.9,25.4,181.1,354.7,1859.0,5804,27,102,None,None,0,Low
HEMM-D004,Dumper,2022-04-01,Morning,5,Fair,91.7,4.26,6.21,30.4,43.0,0.93,24.6,175.5,333.4,1881.0,11472,34,2,Tyres,Tyre Burst,1,Critical
HEMM-DR01,Drill Rig,2021-08-17,Morning,1,Fair,117.9,4.31,2.19,38.3,77.9,0.54,24.6,181.2,366.7,1774.0,8134,101,1,Engine,Engine Overheat,1,Critical
HEMM-L002,Wheel Loader,2021-05-02,Afternoon,4,Good,86.0,5.2,2.02,36.5,80.4,0.83,24.2,166.8,357.0,1860.0,4345,10,134,None,None,0,Low
HEMM-D001,Dumper,2021-07-17,Morning,20,Good,83.2,3.83,2.19,30.8,82.6,0.92,24.6,176.1,372.9,1765.0,3565,80,158,None,None,0,Low
HEMM-G001,Grader,2021-03-01,Morning,5,Fair,83.3,4.52,1.97,40.3,84.0,0.93,24.8,190.8,344.2,1923.0,4744,79,133,None,None,0,Low
HEMM-L002,Wheel Loader,2022-05-11,Night,19,Poor,95.9,4.18,2.16,28.8,75.3,0.99,24.3,171.4,298.1,1836.0,1319,17,46,None,None,0,Low
HEMM-L002,Wheel Loader,2022-03-21,Night,7,Poor,82.0,4.03,4.16,35.1,73.0,0.85,24.4,196.0,333.5,1934.0,4817,26,1,Brakes,Brake Failure,1,Critical
HEMM-L002,Wheel Loader,2023-08-31,Afternoon,19,Poor,97.5,4.14,1.75,46.8,82.9,0.99,25.5,183.4,297.3,1660.0,3233,61,147,None,None,0,Low
HEMM-E001,Excavator,2022-12-28,Afternoon,14,Good,84.7,4.47,2.53,34.5,89.5,0.89,24.6,176.7,309.4,1866.0,3710,70,131,None,None,0,Low
HEMM-B003,Dozer,2021-09-11,Afternoon,4,Fair,84.5,4.11,2.25,45.1,81.1,0.88,24.1,179.7,322.4,1762.0,8715,22,52,None,None,0,Medium
HEMM-B002,Dozer,2021-03-25,Morning,11,Fair,74.4,4.22,1.62,33.7,80.2,0.95,24.1,182.1,297.0,1989.0,8288,19,96,None,None,0,Medium
HEMM-B002,Dozer,2023-06-29,Morning,18,Fair,90.4,4.09,1.98,40.8,75.6,0.97,24.6,185.8,321.1,1792.0,6872,42,41,None,None,0,Low
HEMM-D003,Dumper,2023-09-02,Night,12,Poor,75.3,3.88,2.04,42.9,81.1,0.88,24.0,173.8,330.1,1921.0,3137,6,120,None,None,0,Low
HEMM-D004,Dumper,2023-03-23,Afternoon,17,Good,92.6,3.19,5.15,39.8,80.8,0.93,25.0,192.8,322.4,1374.0,10989,91,6,Transmission,Transmission Failure,1,Critical
HEMM-D004,Dumper,2021-12-12,Morning,12,Good,84.1,4.85,2.05,30.6,85.7,0.82,25.1,180.0,316.9,1771.0,3461,48,38,None,None,0,Low
HEMM-G002,Grader,2021-09-09,Morning,14,Poor,86.9,4.46,2.26,43.7,76.9,0.99,24.5,171.6,314.7,1908.0,8377,40,167,None,None,0,Medium
HEMM-B001,Dozer,2023-03-31,Afternoon,16,Fair,84.9,4.07,1.77,36.7,84.0,0.97,24.7,193.7,295.6,1918.0,11122,82,141,None,None,0,Medium
HEMM-L002,Wheel Loader,2022-07-26,Morning,15,Fair,65.5,4.5,1.77,38.7,86.4,0.8,24.5,186.7,317.8,1609.0,1970,20,176,None,None,0,Low
HEMM-E003,Excavator,2021-10-03,Morning,4,Good,77.3,4.78,1.26,39.2,83.3,0.89,24.4,176.1,347.2,1651.0,1065,111,154,None,None,0,Low
HEMM-D001,Dumper,2022-01-02,Afternoon,20,Good,87.3,4.73,2.25,43.1,81.0,0.96,24.4,186.7,354.8,1841.0,11328,46,99,None,None,0,Medium
HEMM-D004,Dumper,2021-06-06,Night,17,Fair,75.1,4.64,2.42,34.8,75.3,0.93,24.3,185.2,352.4,1748.0,8264,106,140,None,None,0,Medium
HEMM-L001,Wheel Loader,2023-10-02,Night,9,Poor,96.2,4.84,2.16,32.8,81.6,0.98,24.4,191.6,316.3,1778.0,9087,48,86,None,None,0,Medium
HEMM-D002,Dumper,2023-06-01,Morning,13,Fair,79.9,4.33,1.99,38.2,85.6,0.77,24.4,171.3,323.2,1836.0,7574,45,33,None,None,0,Low
HEMM-D002,Dumper,2021-03-09,Morning,18,Fair,84.9,4.61,2.77,44.0,84.4,0.8,24.8,184.7,313.4,1843.0,11003,115,165,None,None,0,Medium
HEMM-E001,Excavator,2023-10-04,Afternoon,5,Fair,94.3,4.16,2.28,36.6,86.5,0.76,25.1,172.5,327.8,1644.0,5319,96,60,None,None,0,Low
HEMM-D004,Dumper,2023-10-02,Night,18,Poor,89.3,5.27,1.78,35.4,78.6,0.84,24.0,171.2,316.5,1810.0,11429,74,141,None,None,0,Medium
HEMM-SC01,Scraper,2021-11-17,Night,2,Fair,82.8,5.05,1.67,48.5,74.2,0.89,24.5,182.1,327.6,1763.0,6612,38,157,None,None,0,Low
HEMM-G002,Grader,2022-12-24,Afternoon,11,Poor,115.9,4.51,1.79,55.5,75.6,0.76,24.8,174.3,336.2,1735.0,1206,8,5,Fuel System,Fuel System Failure,1,Critical
HEMM-D001,Dumper,2022-11-30,Afternoon,4,Fair,92.3,4.8,1.71,36.9,79.0,0.88,24.6,162.7,314.3,1750.0,7214,49,76,None,None,0,Low
HEMM-D002,Dumper,2022-05-16,Morning,8,Poor,89.1,4.93,1.69,35.3,89.6,0.81,18.7,167.4,311.9,1695.0,10818,44,1,Electrical,Electrical Fault,1,Critical
HEMM-D004,Dumper,2022-11-23,Morning,1,Good,81.3,4.44,1.84,30.9,81.3,0.83,24.8,173.3,337.8,1940.0,9021,46,131,None,None,0,Medium
HEMM-DR01,Drill Rig,2023-11-21,Afternoon,9,Fair,80.9,4.26,1.64,38.3,89.9,0.88,23.7,185.0,280.2,1764.0,534,94,95,None,None,0,Low
HEMM-B003,Dozer,2023-02-13,Night,13,Good,86.0,4.5,2.35,32.7,80.2,0.97,24.9,178.2,312.6,1904.0,5482,78,101,None,None,0,Low
HEMM-D004,Dumper,2022-02-26,Afternoon,16,Poor,74.0,5.21,1.69,36.9,83.3,0.99,24.2,195.1,335.5,1721.0,8437,108,97,None,None,0,Medium
HEMM-B002,Dozer,2023-01-15,Afternoon,7,Good,92.0,4.27,1.29,49.2,73.2,0.82,25.2,189.6,340.6,1720.0,8342,86,80,None,None,0,Medium
HEMM-SC01,Scraper,2022-03-15,Afternoon,9,Poor,82.6,4.24,1.95,35.2,83.0,0.92,23.8,155.1,344.3,1909.0,978,43,155,None,None,0,Low
HEMM-E003,Excavator,2021-07-08,Night,19,Fair,82.1,4.18,1.39,42.4,90.4,0.99,24.2,169.1,341.0,1821.0,1752,80,154,None,None,0,Low
HEMM-L002,Wheel Loader,2023-09-01,Afternoon,7,Good,80.8,4.42,1.26,31.1,81.9,0.83,24.6,167.4,287.0,1847.0,5890,106,154,None,None,0,Low
HEMM-B002,Dozer,2023-10-31,Afternoon,14,Fair,79.6,5.67,2.19,38.1,87.3,0.98,25.0,184.0,320.3,1799.0,11070,74,119,None,None,0,Medium
HEMM-G002,Grader,2022-05-30,Night,17,Poor,89.2,4.33,1.73,39.1,76.1,0.8,24.5,169.6,335.7,1853.0,7625,90,71,None,None,0,Low
HEMM-D001,Dumper,2023-11-24,Morning,19,Poor,71.7,4.37,1.78,37.6,79.7,0.96,25.0,189.4,296.5,1925.0,8378,32,141,None,None,0,Medium
HEMM-DR02,Drill Rig,2022-07-03,Night,18,Fair,82.1,4.26,1.2,38.4,81.9,0.97,24.6,167.0,312.7,1742.0,10266,114,131,None,None,0,Medium
HEMM-D002,Dumper,2023-12-06,Morning,12,Good,78.1,3.51,6.88,33.2,80.0,0.9,24.0,191.5,358.0,1533.0,7777,23,4,Transmission,Transmission Failure,1,Critical
HEMM-DR01,Drill Rig,2022-10-15,Morning,7,Fair,77.9,3.66,2.24,40.9,88.3,0.86,24.7,174.4,323.5,1868.0,6957,39,84,None,None,0,Low
HEMM-B001,Dozer,2022-04-29,Afternoon,8,Good,110.5,4.16,2.52,38.2,78.4,0.41,25.1,181.4,350.8,1933.0,2060,24,4,Cooling System,Cooling System Failure,1,Critical
HEMM-L001,Wheel Loader,2023-06-13,Afternoon,2,Fair,94.1,4.83,1.89,36.0,81.4,0.78,18.3,196.5,311.1,1685.0,3509,25,4,Electrical,Electrical Fault,1,Critical
HEMM-SC01,Scraper,2021-12-27,Night,2,Good,108.9,3.97,1.53,48.9,83.7,0.91,24.4,192.6,342.4,1933.0,8160,105,1,Fuel System,Fuel System Failure,1,Critical
HEMM-B002,Dozer,2021-05-11,Afternoon,12,Good,90.1,4.67,1.64,30.1,86.2,0.76,24.3,191.0,296.6,1618.0,11204,89,48,None,None,0,Medium
HEMM-D005,Dumper,2022-04-29,Morning,19,Poor,99.9,4.13,1.75,45.1,77.4,0.86,23.9,187.3,328.4,1934.0,8396,20,143,None,None,0,Medium
HEMM-L002,Wheel Loader,2022-05-31,Afternoon,3,Good,79.5,3.94,1.48,30.7,86.0,0.79,23.7,183.5,327.9,1917.0,4100,81,65,None,None,0,Low
HEMM-B003,Dozer,2022-11-06,Night,13,Good,84.4,4.61,4.9,36.0,84.2,0.95,24.7,175.3,316.5,2093.0,4065,59,2,Brakes,Brake Failure,1,Critical
HEMM-B001,Dozer,2023-06-20,Afternoon,9,Fair,71.9,3.67,2.36,30.1,83.9,0.79,23.9,178.1,310.4,1839.0,9858,12,105,None,None,0,Medium
HEMM-D004,Dumper,2022-10-11,Night,14,Good,82.9,4.58,1.48,34.9,81.9,0.75,24.3,157.8,303.2,1673.0,7980,92,76,None,None,0,Low
HEMM-D005,Dumper,2023-01-14,Afternoon,12,Poor,87.8,4.6,2.17,37.3,86.8,0.92,24.8,180.9,355.5,1778.0,5249,7,42,None,None,0,Low
HEMM-D002,Dumper,2021-04-22,Night,8,Fair,100.1,4.72,1.81,41.8,83.6,0.95,25.1,173.3,302.9,1681.0,4344,75,179,None,None,0,High
HEMM-G001,Grader,2021-09-07,Night,8,Good,85.1,4.5,1.77,29.9,80.1,0.87,23.9,190.0,304.9,1950.0,7448,54,162,None,None,0,Low
HEMM-G002,Grader,2022-06-08,Afternoon,3,Good,79.5,4.57,2.12,39.9,80.9,0.85,25.1,182.8,331.1,1739.0,4057,43,57,None,None,0,Low
HEMM-E001,Excavator,2023-06-18,Night,11,Good,84.7,3.83,1.75,38.9,83.5,0.88,25.4,187.3,287.8,1712.0,10758,57,46,None,None,0,Medium
HEMM-D003,Dumper,2023-10-04,Afternoon,14,Fair,94.3,4.39,1.43,37.4,81.0,0.88,23.7,165.0,292.3,1802.0,5651,96,111,None,None,0,Low
HEMM-D004,Dumper,2021-11-25,Night,9,Fair,93.6,4.42,1.68,39.1,89.9,0.81,24.7,191.2,316.1,1748.0,8495,13,36,None,None,0,Medium
HEMM-SC01,Scraper,2022-11-01,Afternoon,1,Poor,79.1,4.16,2.58,45.2,78.5,0.81,24.0,184.6,321.8,1875.0,1053,87,56,None,None,0,Low
HEMM-DR02,Drill Rig,2021-10-06,Morning,13,Fair,76.0,4.97,2.16,36.3,80.2,0.8,24.3,169.3,320.5,1817.0,3478,85,129,None,None,0,Low
HEMM-D003,Dumper,2021-08-15,Morning,8,Poor,88.4,4.43,1.84,37.9,82.6,0.78,24.7,177.4,288.8,1656.0,8660,96,79,None,None,0,Medium
HEMM-DR01,Drill Rig,2022-10-17,Afternoon,16,Good,91.2,4.63,1.73,40.0,78.8,0.93,24.3,185.1,325.9,1967.0,2387,38,149,None,None,0,Low
HEMM-B003,Dozer,2022-08-01,Morning,3,Good,96.0,5.08,1.29,33.6,86.5,0.87,24.1,171.7,317.1,1862.0,6991,52,45,None,None,0,Low
HEMM-G002,Grader,2022-04-05,Morning,1,Poor,105.1,5.21,1.72,43.3,84.0,0.92,24.5,186.4,305.8,1756.0,9350,87,59,None,None,0,High
HEMM-D003,Dumper,2023-08-06,Morning,9,Good,73.2,4.63,1.73,29.8,86.9,0.76,20.2,199.3,332.7,1721.0,11689,114,6,Electrical,Electrical Fault,1,Critical
HEMM-D005,Dumper,2021-07-02,Afternoon,6,Good,78.5,4.07,1.86,41.3,76.5,0.78,24.2,190.0,324.7,1865.0,9493,20,117,None,None,0,Medium
HEMM-DR01,Drill Rig,2023-07-19,Night,16,Poor,93.6,5.0,2.5,40.3,84.5,0.86,25.3,189.3,259.6,1958.0,2141,33,77,None,None,0,Low
HEMM-B001,Dozer,2022-08-13,Night,16,Fair,65.9,4.44,1.8,32.5,82.0,0.92,23.4,176.1,333.3,1915.0,6459,21,58,None,None,0,Low
HEMM-E002,Excavator,2022-08-03,Night,7,Fair,102.9,4.19,2.58,42.3,80.2,0.81,24.5,165.3,287.0,1826.0,7053,28,102,None,None,0,High
HEMM-D001,Dumper,2022-08-18,Afternoon,8,Good,82.9,4.3,2.02,40.2,85.4,0.86,24.4,183.9,316.7,1820.0,10320,62,42,None,None,0,Medium
HEMM-DR02,Drill Rig,2021-06-25,Morning,16,Fair,86.6,4.27,2.21,39.5,82.2,0.82,24.5,194.5,328.6,1692.0,2382,116,155,None,None,0,Low
HEMM-G002,Grader,2022-03-11,Night,13,Poor,77.2,4.2,2.4,42.4,68.2,0.78,24.5,164.3,327.4,1688.0,11807,59,145,None,None,0,Medium
HEMM-D003,Dumper,2021-07-15,Night,2,Good,82.8,4.05,1.55,34.4,77.7,0.8,24.4,190.3,320.8,1672.0,1053,47,173,None,None,0,Low
HEMM-G001,Grader,2021-04-04,Morning,9,Fair,91.7,5.06,1.36,39.9,80.4,0.86,24.3,177.6,299.0,1842.0,8466,84,52,None,None,0,Medium
HEMM-G002,Grader,2023-01-30,Morning,18,Good,77.5,4.59,1.75,34.5,83.1,0.83,24.1,186.9,315.9,1761.0,873,79,30,None,None,0,Low
HEMM-L002,Wheel Loader,2023-10-07,Afternoon,15,Fair,78.2,4.33,2.0,33.4,84.2,0.98,24.8,176.6,300.1,1871.0,2361,16,69,None,None,0,Low
HEMM-DR01,Drill Rig,2021-10-18,Afternoon,4,Good,81.6,4.76,1.07,36.5,83.9,0.81,24.1,167.7,326.5,1736.0,5332,10,46,None,None,0,Low
HEMM-B001,Dozer,2023-01-09,Afternoon,10,Fair,77.2,4.14,2.29,33.2,82.8,0.92,24.3,171.6,303.1,1932.0,4512,83,141,None,None,0,Low
HEMM-DR01,Drill Rig,2021-12-04,Afternoon,16,Poor,90.2,4.0,2.19,42.4,78.6,0.99,25.0,183.0,286.7,1945.0,2678,76,60,None,None,0,Low
HEMM-DR02,Drill Rig,2021-04-19,Morning,5,Good,72.9,2.84,1.73,36.1,78.3,0.9,24.2,97.7,302.5,2017.0,1094,34,4,Hydraulics,Hydraulic Failure,1,Critical
HEMM-DR02,Drill Rig,2023-06-13,Morning,16,Fair,83.7,4.71,2.07,32.3,82.5,0.8,24.5,193.5,358.0,1866.0,868,61,71,None,None,0,Low
HEMM-SC01,Scraper,2023-09-21,Afternoon,16,Poor,78.7,4.79,1.98,38.9,82.9,0.98,24.4,173.9,331.9,1972.0,2043,113,70,None,None,0,Low
HEMM-D004,Dumper,2022-12-17,Morning,7,Good,72.9,4.53,2.42,29.6,78.8,0.82,24.8,176.5,338.4,1921.0,4854,28,34,None,None,0,Low
HEMM-B001,Dozer,2022-03-11,Night,1,Poor,84.1,4.39,2.28,51.5,83.5,0.81,25.6,171.0,300.5,1694.0,8818,103,35,None,None,0,Medium
HEMM-D003,Dumper,2022-05-20,Afternoon,4,Fair,82.9,4.2,2.12,39.4,81.3,0.92,25.0,187.6,310.1,1881.0,5584,8,127,None,None,0,Low
HEMM-D004,Dumper,2023-03-19,Afternoon,19,Fair,110.9,4.18,1.56,36.2,82.2,0.58,24.0,175.6,356.4,2001.0,1937,112,1,Cooling System,Cooling System Failure,1,Critical
HEMM-L001,Wheel Loader,2023-07-19,Night,9,Good,107.0,4.88,2.08,46.3,81.3,0.95,24.6,181.6,294.7,1779.0,9935,89,168,None,None,0,High
HEMM-D002,Dumper,2023-07-17,Afternoon,19,Good,94.9,4.18,1.51,47.1,82.1,0.8,24.5,169.2,342.3,1764.0,2318,32,93,None,None,0,Low
HEMM-B002,Dozer,2022-10-24,Morning,3,Fair,91.6,2.34,2.6,35.6,80.9,0.8,24.6,102.8,317.3,1722.0,9164,82,4,Hydraulics,Hydraulic Failure,1,Critical
HEMM-E003,Excavator,2023-03-28,Morning,1,Fair,81.3,4.59,2.68,32.3,76.8,0.89,24.1,187.6,338.4,1812.0,3611,25,152,None,None,0,Low
HEMM-B002,Dozer,2021-11-12,Morning,10,Fair,97.8,4.99,1.68,41.6,86.9,0.85,24.3,181.1,313.0,1823.0,8242,107,77,None,None,0,Medium
HEMM-B002,Dozer,2021-09-26,Afternoon,4,Good,86.5,4.99,2.44,43.8,85.5,0.76,25.4,173.5,303.3,1779.0,6220,70,97,None,None,0,Low
HEMM-G002,Grader,2023-09-03,Afternoon,19,Good,80.2,4.5,2.34,45.3,79.6,0.77,24.6,173.2,349.4,1793.0,10035,59,156,None,None,0,Medium
HEMM-G001,Grader,2022-01-17,Afternoon,14,Poor,96.6,3.83,2.15,38.0,85.3,0.82,24.1,183.1,313.2,1713.0,1722,10,90,None,None,0,Low
HEMM-DR02,Drill Rig,2022-04-05,Night,5,Poor,74.5,4.0,2.02,49.6,78.8,0.87,24.1,179.8,308.4,1700.0,8315,72,30,None,None,0,Medium
HEMM-D003,Dumper,2022-08-19,Afternoon,14,Fair,78.9,4.89,2.26,25.5,83.5,0.77,24.0,174.5,298.8,1682.0,1497,107,74,None,None,0,Low
HEMM-D005,Dumper,2022-09-08,Morning,17,Poor,135.4,3.94,2.09,49.4,80.6,0.57,24.0,184.1,404.0,1818.0,7207,42,1,Engine,Engine Overheat,1,Critical
HEMM-L002,Wheel Loader,2021-08-09,Night,14,Fair,84.5,4.57,1.76,41.1,76.8,0.84,24.6,192.2,354.8,1765.0,6966,17,113,None,None,0,Low
HEMM-B001,Dozer,2022-12-29,Afternoon,19,Poor,78.8,3.63,1.63,33.4,85.4,0.93,24.0,103.0,324.5,1935.0,1539,103,7,Hydraulics,Hydraulic Failure,1,Critical
HEMM-E001,Excavator,2023-03-16,Morning,3,Poor,88.9,5.18,2.13,41.1,78.4,0.83,25.0,173.0,339.5,1642.0,7019,117,176,None,None,0,Low
HEMM-DR02,Drill Rig,2023-07-11,Night,9,Good,88.2,4.01,2.16,29.1,83.4,0.83,24.2,178.2,296.7,1947.0,5792,116,66,None,None,0,Low
HEMM-D003,Dumper,2022-06-16,Night,4,Good,104.9,4.52,1.41,48.1,88.5,0.63,24.5,170.2,360.9,1753.0,7307,73,1,Engine,Engine Overheat,1,Critical
HEMM-E001,Excavator,2023-09-05,Afternoon,13,Poor,87.5,4.67,2.66,38.3,75.8,0.88,24.2,181.3,319.3,1846.0,10976,100,60,None,None,0,Medium
HEMM-B002,Dozer,2023-01-09,Night,13,Good,86.9,4.36,6.78,35.6,54.0,0.92,25.0,190.4,344.1,1956.0,5158,16,3,Tyres,Tyre Burst,1,Critical
HEMM-D001,Dumper,2022-01-21,Morning,7,Good,77.3,4.81,1.84,35.7,77.8,0.94,24.3,187.7,304.9,1815.0,8082,88,84,None,None,0,Medium
HEMM-DR01,Drill Rig,2022-01-26,Morning,10,Fair,82.8,4.25,1.86,42.2,74.3,0.86,25.4,168.3,357.1,1798.0,7792,23,155,None,None,0,Low
HEMM-D004,Dumper,2021-12-07,Morning,15,Good,79.2,4.68,1.76,40.4,88.7,0.87,24.6,184.0,329.9,1850.0,8147,65,169,None,None,0,Medium
HEMM-E003,Excavator,2022-02-17,Afternoon,19,Fair,78.1,3.03,7.62,34.2,82.2,0.78,25.0,199.9,340.2,1461.0,6618,11,6,Transmission,Transmission Failure,1,Critical
HEMM-L001,Wheel Loader,2022-08-19,Morning,16,Poor,94.0,5.59,2.6,36.7,82.0,0.75,24.0,186.6,321.5,1623.0,6748,67,164,None,None,0,Low
HEMM-L001,Wheel Loader,2022-04-20,Night,2,Fair,82.4,4.69,1.95,33.6,78.1,0.88,24.8,189.4,316.4,1918.0,8855,7,140,None,None,0,Medium
HEMM-SC01,Scraper,2021-05-11,Afternoon,14,Fair,65.3,4.4,2.2,37.3,78.8,0.96,25.1,179.0,302.8,1868.0,7955,19,36,None,None,0,Low
HEMM-G001,Grader,2023-07-08,Night,14,Fair,85.0,3.72,1.51,36.6,77.5,0.8,24.2,179.5,292.7,1832.0,540,25,144,None,None,0,Low
HEMM-L001,Wheel Loader,2022-12-06,Afternoon,8,Poor,95.9,5.14,2.19,27.4,84.2,0.99,24.9,185.2,297.0,1754.0,8517,33,141,None,None,0,Medium
HEMM-B003,Dozer,2023-08-18,Morning,10,Fair,100.1,4.5,2.17,33.1,90.5,0.79,24.3,174.8,308.8,1724.0,11855,54,102,None,None,0,High
HEMM-G001,Grader,2023-08-26,Morning,20,Poor,79.2,4.19,2.78,41.7,85.7,0.78,24.5,178.0,324.4,1804.0,3594,41,155,None,None,0,Low
HEMM-L001,Wheel Loader,2021-09-22,Morning,7,Fair,121.4,3.82,2.81,40.4,80.4,0.61,25.3,185.6,332.2,1746.0,2761,82,6,Cooling System,Cooling System Failure,1,Critical
HEMM-B002,Dozer,2022-04-26,Morning,18,Fair,84.6,4.37,1.89,31.6,80.7,0.84,24.4,169.3,303.0,1669.0,970,7,98,None,None,0,Low
HEMM-G001,Grader,2021-11-21,Morning,17,Good,73.5,5.34,2.15,43.8,84.7,0.79,24.5,188.6,303.8,1752.0,723,108,125,None,None,0,Low
HEMM-D004,Dumper,2022-04-10,Morning,18,Fair,96.1,4.29,2.41,38.6,81.3,0.86,23.8,179.7,332.6,1999.0,3871,67,162,None,None,0,Low
HEMM-G001,Grader,2021-04-06,Night,9,Poor,87.1,4.39,2.16,40.1,76.8,0.83,25.2,182.3,305.5,2138.0,2676,114,69,None,None,0,Low
HEMM-D004,Dumper,2021-04-14,Afternoon,15,Poor,89.1,4.22,1.96,38.7,87.9,0.76,24.6,175.4,314.5,1934.0,2017,18,169,None,None,0,Low
HEMM-D004,Dumper,2021-03-27,Night,4,Good,87.0,4.15,1.73,37.6,78.7,0.96,24.5,188.9,361.0,1759.0,2936,85,135,None,None,0,Low
HEMM-G001,Grader,2021-11-18,Night,10,Poor,79.4,4.4,1.68,41.8,85.9,0.76,24.1,181.0,315.5,1865.0,11802,61,60,None,None,0,Medium
HEMM-D004,Dumper,2021-11-12,Night,12,Good,114.7,3.85,2.08,38.8,84.7,0.49,24.2,177.6,315.5,2026.0,5682,109,3,Cooling System,Cooling System Failure,1,Critical
HEMM-DR01,Drill Rig,2021-01-14,Morning,16,Poor,96.7,4.03,1.8,59.6,79.9,0.94,24.8,177.2,292.4,1841.0,5792,41,4,Fuel System,Fuel System Failure,1,Critical
HEMM-DR01,Drill Rig,2023-01-09,Night,8,Poor,82.6,4.9,2.34,38.2,80.9,0.85,24.5,178.4,305.7,1736.0,2683,101,75,None,None,0,Low
HEMM-E003,Excavator,2021-10-10,Afternoon,14,Fair,76.4,4.0,1.73,41.2,76.5,0.83,24.7,181.4,346.1,1872.0,6906,119,47,None,None,0,Low
HEMM-L002,Wheel Loader,2023-01-11,Morning,15,Good,80.9,4.51,2.4,37.6,84.4,0.91,24.4,177.7,313.2,1685.0,2585,103,104,None,None,0,Low
HEMM-L002,Wheel Loader,2021-05-23,Morning,11,Good,82.0,4.74,1.99,45.1,80.7,0.99,24.4,183.5,276.4,1794.0,5357,56,96,None,None,0,Low
