Device_ID,Device_Type,Location,Operating_System,Date,Shift,Device_Age_Years,CPU_Usage_pct,RAM_Usage_pct,Disk_Usage_pct,Temperature_C,Network_Latency_ms,Power_Consumption_W,Battery_Backup_pct,Error_Logs_Count,Fan_Speed_RPM,Voltage_V,Uptime_Hours,Last_Maintenance_Days,Health_Score,Days_to_Next_Failure,Failure_Component,Failure_Type,Failure,Maintenance_Priority
IT-SWT-002,Switch,Network Room,HP ProCurve,2021-09-21,Morning,6.6,34.0,28.7,28.4,43.7,4.51,98.2,98.5,2,2526.0,214.9,7729,114,94.6,30,None,None,0,Low
IT-SRV-005,Server,Data Center,Windows Server 2022,2022-02-24,Night,0.7,57.1,70.0,46.7,40.3,4.46,349.4,92.7,3,2854.0,216.0,504,46,95.5,123,None,None,0,Low
IT-SRV-003,Server,Data Center,Windows Server 2019,2022-12-18,Afternoon,2.6,16.4,52.2,49.6,45.2,5.36,335.4,91.9,0,3095.0,215.5,7546,360,73.0,155,None,None,0,Medium
IT-RTR-003,Router,Network Room,N/A,2023-07-12,Morning,3.4,21.0,61.0,37.1,29.6,3.79,94.6,96.1,1,2284.0,223.0,6405,266,80.9,99,None,None,0,Medium
IT-RTR-003,Router,Network Room,Cisco IOS,2021-02-28,Morning,7.3,42.6,52.6,31.1,44.9,1.82,71.3,98.7,0,2839.0,221.4,8034,177,91.3,111,None,None,0,Low
IT-WRK-001,Workstation,Office,Ubuntu 20.04,2023-04-09,Afternoon,1.6,18.9,29.4,81.5,40.5,4.89,136.6,74.5,2,2358.0,223.1,2896,340,72.0,172,None,None,0,Medium
IT-SRV-005,Server,Data Center,Windows Server 2022,2021-06-15,Night,0.9,72.2,83.6,73.9,48.4,5.59,411.2,97.5,38,2655.0,215.8,159,322,17.3,7,OS/Software,Software Crash,1,Critical
IT-SRV-001,Server,Data Center,Windows Server 2022,2021-11-24,Night,3.4,45.2,53.6,34.0,52.5,8.67,252.2,93.0,0,3047.0,214.1,7287,179,91.1,66,None,None,0,Low
IT-SRV-004,Server,Data Center,Red Hat Linux,2023-01-09,Morning,3.4,42.5,40.6,50.4,44.5,3.11,462.6,91.5,1,3260.0,219.8,3510,224,85.1,107,None,None,0,Medium
IT-UPS-003,UPS,Power Room,N/A,2021-03-10,Afternoon,4.0,13.1,22.8,8.5,32.5,0.19,481.4,100.0,2,1873.0,215.7,5133,174,88.6,39,None,None,0,Low
IT-SRV-004,Server,Data Center,Windows Server 2022,2022-01-18,Afternoon,4.6,65.0,45.8,27.3,44.1,5.85,306.3,100.0,1,3252.0,218.0,285,184,89.1,40,None,None,0,Medium
IT-WRK-002,Workstation,Office,Ubuntu 20.04,2023-08-07,Night,1.1,22.1,49.6,44.6,37.7,4.2,171.9,82.7,1,2544.0,220.7,5343,239,83.6,51,None,None,0,Medium
IT-SRV-003,Server,Data Center,Ubuntu 22.04,2021-12-17,Night,0.7,47.0,80.2,66.7,32.1,4.8,464.8,100.0,1,2941.0,222.9,2776,16,98.4,132,None,None,0,Low
IT-RTR-001,Router,Network Room,Cisco IOS,2021-01-11,Night,6.7,27.0,36.7,62.4,49.2,3.44,75.0,100.0,22,2631.0,221.2,799,224,53.6,5,Hard Disk,Disk Failure,1,Critical
IT-SWT-002,Switch,Network Room,N/A,2023-05-22,Afternoon,7.3,51.0,34.3,28.8,39.9,3.44,78.2,98.4,4,2308.0,218.6,5174,16,94.0,170,None,None,0,Low
IT-UPS-001,UPS,Power Room,N/A,2023-09-21,Afternoon,7.8,2.8,15.3,11.2,25.1,1.64,563.0,83.9,3,2015.0,220.5,5288,2,95.5,124,None,None,0,Low
IT-SRV-004,Server,Data Center,Windows Server 2022,2023-08-09,Morning,7.9,53.6,55.7,77.8,28.7,6.18,395.8,88.1,1,2609.0,228.2,4699,38,98.5,140,None,None,0,Low
IT-WRK-002,Workstation,Office,Windows 11,2023-05-09,Night,7.7,12.4,55.5,89.1,41.0,7.92,106.6,95.2,3,2298.0,215.7,8206,132,88.8,79,None,None,0,Low
IT-UPS-003,UPS,Power Room,N/A,2021-05-19,Afternoon,1.6,8.8,25.9,23.1,35.8,0.46,406.9,86.4,0,2158.0,217.9,3929,99,99.1,105,None,None,0,Low
IT-RTR-002,Router,Network Room,N/A,2023-12-05,Morning,2.8,43.2,39.8,44.9,33.1,3.53,107.5,100.0,1,2509.0,216.4,2580,62,98.5,97,None,None,0,Low
IT-WRK-003,Workstation,Office,Ubuntu 20.04,2022-02-26,Morning,2.9,40.8,72.5,80.1,36.7,9.59,193.3,75.0,3,2531.0,215.0,6897,316,72.9,62,None,None,0,Medium
IT-WRK-002,Workstation,Office,Windows 10,2023-08-08,Night,6.2,55.7,51.0,55.9,31.3,12.65,128.5,88.1,5,2491.0,218.5,314,114,90.1,139,None,None,0,Low
IT-STR-002,Storage Device,Data Center,N/A,2022-12-13,Morning,1.3,29.6,33.3,69.6,26.8,7.82,106.6,88.2,0,1895.0,220.5,3346,138,95.2,140,None,None,0,Low
IT-WRK-001,Workstation,Office,Ubuntu 20.04,2021-04-16,Night,1.8,41.2,62.0,89.7,34.3,10.92,185.3,29.3,0,2091.0,195.3,7473,162,90.0,2,Battery,UPS Battery Failure,1,Critical
IT-SRV-001,Server,Data Center,Windows Server 2019,2022-07-23,Afternoon,2.4,52.7,68.3,53.5,36.4,2.1,349.6,93.8,2,3080.0,215.5,3572,262,79.8,31,None,None,0,Medium
IT-UPS-002,UPS,Power Room,N/A,2022-06-21,Night,1.8,1.5,23.2,22.4,30.3,0.55,366.3,98.2,1,1910.0,210.8,4060,198,87.7,62,None,None,0,Medium
IT-PRT-002,Printer,Office,N/A,2021-07-23,Afternoon,5.9,0.7,47.7,56.3,34.3,10.01,103.3,94.0,1,1684.0,221.5,336,264,81.1,82,None,None,0,Medium
IT-SRV-001,Server,Data Center,Ubuntu 22.04,2023-02-19,Night,7.1,96.9,31.6,64.1,43.5,8.92,489.8,83.8,0,3249.0,221.6,5561,294,66.1,74,None,None,0,High
IT-STR-001,Storage Device,Data Center,N/A,2021-08-16,Morning,1.7,11.1,30.7,56.8,35.5,4.37,101.0,93.7,2,1776.0,219.2,5661,187,87.3,102,None,None,0,Medium
IT-SWT-002,Switch,Network Room,Cisco IOS,2022-12-09,Afternoon,1.7,38.0,38.2,46.6,39.3,4.17,74.6,100.0,0,2561.0,218.9,895,139,95.1,159,None,None,0,Low
IT-WRK-001,Workstation,Office,Windows 10,2022-08-12,Morning,2.5,15.1,47.7,75.4,37.9,11.22,193.6,80.3,3,2200.0,222.4,2105,260,78.5,110,None,None,0,Medium
IT-WRK-003,Workstation,Office,Ubuntu 20.04,2023-10-23,Afternoon,1.4,63.3,98.2,68.1,43.6,10.36,181.6,79.0,31,2263.0,214.5,6702,315,23.7,3,OS/Software,Software Crash,1,Critical
IT-SWT-001,Switch,Network Room,Cisco IOS,2022-07-03,Night,7.1,31.4,52.6,40.1,32.0,2.03,87.3,100.0,2,2461.0,226.7,645,343,71.7,151,None,None,0,Medium
IT-UPS-003,UPS,Power Room,N/A,2022-07-03,Afternoon,3.1,13.1,24.2,17.2,30.6,0.61,589.5,97.3,0,2049.0,225.7,3390,359,73.1,178,None,None,0,Medium
IT-PRT-002,Printer,Office,N/A,2021-03-18,Night,1.5,48.5,29.6,54.4,53.2,7.68,97.7,87.6,0,1170.0,221.7,5390,153,93.7,6,Cooling System,Overheating,1,Critical
IT-RTR-003,Router,Network Room,Cisco IOS,2021-09-09,Night,1.6,38.5,53.4,30.8,33.3,2.2,48.8,100.0,0,2564.0,219.9,7926,71,100.0,107,None,None,0,Low
IT-STR-001,Storage Device,Data Center,N/A,2023-02-18,Night,2.5,29.4,21.1,78.3,29.6,7.66,81.7,94.2,2,1791.0,217.0,4893,365,69.5,98,None,None,0,Medium
IT-RTR-001,Router,Network Room,Cisco IOS,2022-06-04,Afternoon,1.0,27.2,41.1,35.1,36.7,2.12,83.2,97.8,1,2375.0,223.9,3389,266,80.9,96,None,None,0,Medium
IT-SWT-001,Switch,Network Room,Cisco IOS,2023-04-12,Afternoon,5.8,29.3,36.6,16.0,39.5,3.21,74.3,94.7,3,2411.0,218.1,496,194,85.1,50,None,None,0,Medium
IT-RTR-003,Router,Network Room,N/A,2022-08-06,Night,1.7,55.5,37.2,41.0,30.4,3.05,75.0,46.9,2,2527.0,190.7,424,68,97.0,7,Battery,UPS Battery Failure,1,Critical
IT-RTR-003,Router,Network Room,N/A,2023-11-30,Night,3.2,39.3,23.2,38.2,44.5,3.55,91.7,21.8,1,2708.0,199.1,2988,274,80.1,3,Battery,UPS Battery Failure,1,Critical
IT-SRV-001,Server,Data Center,Windows Server 2022,2022-07-04,Afternoon,2.7,31.6,62.3,53.4,37.7,0.57,389.4,94.3,1,2973.0,220.5,5351,202,87.3,40,None,None,0,Medium
IT-RTR-001,Router,Network Room,N/A,2021-01-20,Night,2.6,51.7,32.4,22.0,34.9,0.92,89.7,99.5,1,2724.0,218.1,7098,89,98.5,45,None,None,0,Low
IT-SRV-002,Server,Data Center,Windows Server 2019,2023-05-02,Night,3.2,49.4,73.9,74.0,31.5,4.23,345.6,92.8,2,3143.0,219.1,3279,342,71.8,73,None,None,0,Medium
IT-PRT-001,Printer,Office,N/A,2023-10-27,Night,2.6,28.3,44.5,76.2,32.8,3.21,118.9,93.5,3,1860.0,227.3,3421,155,89.0,128,None,None,0,Low
IT-WRK-003,Workstation,Office,Ubuntu 20.04,2022-08-17,Night,6.6,47.3,57.5,42.2,40.0,12.1,128.7,93.6,4,2308.0,223.1,931,112,91.8,100,None,None,0,Low
IT-RTR-001,Router,Network Room,N/A,2022-06-28,Morning,3.7,28.9,36.0,49.2,35.0,2.53,75.3,99.8,0,2491.0,219.8,2019,157,93.3,55,None,None,0,Low
IT-WRK-003,Workstation,Office,Ubuntu 20.04,2022-04-15,Night,5.4,37.0,0.0,81.9,35.0,7.19,129.3,90.0,0,2141.0,216.3,7468,198,89.2,65,None,None,0,Medium
IT-SWT-001,Switch,Network Room,Cisco IOS,2021-02-06,Night,5.8,33.8,24.1,27.5,36.8,3.09,84.7,99.3,2,2569.0,218.3,8094,56,97.0,129,None,None,0,Low
IT-SRV-001,Server,Data Center,Ubuntu 22.04,2023-06-27,Morning,1.9,44.4,54.2,52.2,35.1,5.54,417.4,100.0,3,2861.0,223.9,7206,31,95.5,44,None,None,0,Low
IT-SWT-001,Switch,Network Room,Cisco IOS,2023-04-16,Morning,4.5,35.3,45.7,39.2,49.0,2.15,58.6,100.0,1,2491.0,219.7,8036,273,80.2,55,None,None,0,Medium
IT-FRW-002,Firewall,Network Room,Fortinet FortiOS,2023-10-28,Night,4.2,37.9,41.1,34.5,40.0,4.54,108.5,94.1,0,2733.0,222.2,8335,200,89.0,162,None,None,0,Medium
IT-STR-002,Storage Device,Data Center,N/A,2021-01-27,Morning,2.5,29.1,34.8,92.6,33.0,16.67,93.3,90.5,2,1640.0,223.5,839,308,70.6,102,None,None,0,High
IT-RTR-003,Router,Network Room,Cisco IOS,2023-10-28,Afternoon,7.0,45.7,39.3,39.8,37.1,1.66,85.0,100.0,0,2612.0,219.2,6971,270,82.0,104,None,None,0,Medium
IT-UPS-001,UPS,Power Room,N/A,2021-04-12,Afternoon,5.4,16.4,26.0,17.7,36.3,1.2,510.6,78.0,1,1965.0,221.0,6192,193,88.2,132,None,None,0,Medium
IT-STR-001,Storage Device,Data Center,N/A,2021-05-21,Afternoon,1.0,5.8,38.5,63.4,37.4,12.11,117.1,88.7,2,1852.0,218.0,5574,70,97.0,43,None,None,0,Low
IT-UPS-003,UPS,Power Room,N/A,2022-01-18,Afternoon,2.8,10.5,10.3,11.1,23.2,2.02,454.1,81.2,0,2084.0,216.2,1363,328,76.2,87,None,None,0,Medium
IT-WRK-001,Workstation,Office,Windows 10,2023-05-28,Afternoon,1.0,40.4,47.1,72.8,40.1,4.96,168.7,83.9,3,2171.0,214.9,4124,246,79.9,164,None,None,0,Medium
IT-SWT-003,Switch,Network Room,HP ProCurve,2022-03-07,Morning,3.7,39.7,46.5,54.3,47.9,0.17,75.0,100.0,23,2665.0,218.2,286,202,54.3,0,Hard Disk,Disk Failure,1,Critical
IT-STR-002,Storage Device,Data Center,N/A,2023-01-02,Morning,4.0,23.8,25.6,73.9,25.3,13.31,89.4,93.4,4,1834.0,221.8,8054,118,91.2,38,None,None,0,Low
IT-PRT-001,Printer,Office,N/A,2022-10-14,Afternoon,5.0,23.2,25.2,61.9,38.4,12.33,130.5,100.0,6,1834.0,217.3,7095,213,78.7,83,None,None,0,Medium
IT-SRV-001,Server,Data Center,Windows Server 2019,2022-02-19,Morning,2.7,52.7,83.2,67.4,44.2,6.67,404.5,93.5,0,3092.0,216.3,7304,114,96.3,64,None,None,0,Low
IT-UPS-002,UPS,Power Room,N/A,2022-04-21,Afternoon,6.2,18.2,26.0,10.8,29.6,1.0,548.8,92.4,0,2171.0,224.4,7527,186,90.4,38,None,None,0,Medium
IT-SRV-001,Server,Data Center,Windows Server 2022,2022-07-17,Night,7.5,29.2,50.8,54.6,38.3,6.04,311.6,96.1,2,2850.0,215.9,8539,49,97.0,103,None,None,0,Low
IT-SWT-003,Switch,Network Room,N/A,2021-05-06,Night,5.6,21.4,32.6,20.5,27.3,1.95,89.0,97.3,0,2695.0,217.4,207,146,94.4,126,None,None,0,Low
IT-STR-002,Storage Device,Data Center,N/A,2023-03-18,Morning,4.5,19.9,26.0,100.0,32.7,4.61,73.1,100.0,3,2231.0,221.7,2239,244,68.5,72,None,None,0,High
IT-FRW-001,Firewall,Network Room,Cisco ASA,2023-10-14,Night,3.4,30.1,25.1,39.6,35.6,3.35,91.5,96.2,2,2440.0,222.9,5177,262,79.8,146,None,None,0,Medium
IT-UPS-001,UPS,Power Room,N/A,2021-10-05,Afternoon,5.7,12.2,24.0,20.5,30.5,1.48,529.7,93.5,4,1993.0,216.8,5792,89,94.0,33,None,None,0,Low
IT-WRK-004,Workstation,Office,Ubuntu 20.04,2021-02-11,Morning,1.1,72.5,67.8,78.0,71.3,7.84,189.7,70.9,14,2159.0,225.3,4462,196,54.1,2,CPU/RAM,Server Crash,1,Critical
IT-WRK-003,Workstation,Office,Windows 10,2023-05-13,Night,6.4,43.2,23.3,46.4,41.7,9.19,190.5,86.9,1,2124.0,220.3,8628,258,81.7,112,None,None,0,Medium
IT-STR-002,Storage Device,Data Center,N/A,2023-12-16,Afternoon,4.8,15.9,40.7,86.2,36.7,12.57,100.5,89.7,2,1908.0,221.7,2041,88,96.3,75,None,None,0,Low
IT-SWT-003,Switch,Network Room,HP ProCurve,2022-10-25,Night,1.4,28.9,40.9,34.0,37.3,3.58,27.0,98.3,0,2593.0,224.8,1038,132,95.8,121,None,None,0,Low
IT-SWT-001,Switch,Network Room,Cisco IOS,2022-11-02,Night,2.2,28.1,51.8,10.6,36.2,3.47,54.8,99.2,0,2500.0,217.3,3087,284,80.6,92,None,None,0,Medium
IT-RTR-002,Router,Network Room,N/A,2023-12-18,Morning,7.0,17.4,40.9,28.5,42.8,2.74,93.2,100.0,1,2788.0,218.9,4390,57,98.5,76,None,None,0,Low
IT-STR-002,Storage Device,Data Center,N/A,2023-11-19,Morning,7.7,22.1,36.1,75.3,34.7,12.42,87.6,82.1,3,1708.0,214.6,6197,136,90.9,116,None,None,0,Low
IT-FRW-002,Firewall,Network Room,Cisco ASA,2022-08-29,Night,5.5,22.9,47.4,25.4,45.2,4.5,69.7,36.5,0,2458.0,200.2,4664,167,92.3,7,Battery,UPS Battery Failure,1,Critical
IT-FRW-001,Firewall,Network Room,pfSense,2022-08-18,Morning,2.7,46.1,40.5,20.0,38.2,1.29,74.2,100.0,1,2705.0,218.8,2015,210,86.5,38,None,None,0,Medium
IT-RTR-003,Router,Network Room,Cisco IOS,2023-06-25,Night,3.8,18.7,36.8,28.6,36.5,4.15,81.3,100.0,1,2600.0,219.8,7119,334,74.1,71,None,None,0,Medium
IT-WRK-002,Workstation,Office,Windows 10,2023-10-04,Afternoon,4.4,47.4,88.2,33.3,37.2,3.73,116.0,99.7,4,2392.0,222.7,4335,339,65.8,121,None,None,0,Medium
IT-SWT-003,Switch,Network Room,N/A,2023-12-13,Afternoon,4.4,56.4,44.6,28.0,32.6,2.55,111.1,97.2,0,2332.0,217.4,4946,243,84.7,86,None,None,0,Medium
IT-SWT-001,Switch,Network Room,Cisco IOS,2022-07-01,Morning,4.0,78.1,75.6,29.1,36.1,3.05,74.2,94.5,36,2531.0,228.8,7137,37,41.9,2,OS/Software,Software Crash,1,Critical
IT-RTR-002,Router,Network Room,Juniper JunOS,2021-03-03,Morning,3.2,25.6,46.3,38.7,39.1,3.29,63.8,96.7,1,2395.0,217.0,3511,232,84.3,89,None,None,0,Medium
IT-UPS-002,UPS,Power Room,N/A,2023-01-11,Night,2.5,15.7,25.1,21.0,32.0,1.5,624.0,92.0,1,1989.0,233.2,129,19,98.5,71,None,None,0,Low
IT-UPS-002,UPS,Power Room,N/A,2023-11-02,Night,3.7,16.6,24.7,12.5,36.9,0.75,505.0,100.0,0,1961.0,231.9,8744,234,85.6,138,None,None,0,Medium
IT-RTR-002,Router,Network Room,Cisco IOS,2023-10-27,Night,1.6,32.3,44.8,33.4,44.6,149.84,87.2,99.2,6,2536.0,221.6,6202,199,80.1,3,Network Interface,Network Outage,1,Critical
IT-RTR-002,Router,Network Room,N/A,2021-11-07,Night,2.7,57.3,44.1,40.1,40.6,1.58,71.4,98.7,1,2294.0,222.4,3682,318,75.7,87,None,None,0,Medium
IT-SWT-001,Switch,Network Room,HP ProCurve,2022-01-05,Night,8.0,31.0,37.1,27.1,37.0,2.19,79.3,96.3,0,2866.0,224.7,7989,340,75.0,149,None,None,0,Medium
IT-STR-001,Storage Device,Data Center,N/A,2023-08-20,Afternoon,6.9,36.4,34.3,54.6,31.8,9.43,98.0,90.5,2,1940.0,229.4,1772,237,82.3,38,None,None,0,Medium
IT-STR-001,Storage Device,Data Center,N/A,2022-09-27,Afternoon,7.1,13.2,18.1,72.6,30.6,15.75,98.8,100.0,0,1947.0,213.7,524,134,95.6,127,None,None,0,Low
IT-WRK-002,Workstation,Office,Ubuntu 20.04,2021-09-13,Afternoon,3.9,50.6,78.0,56.4,38.7,7.9,123.4,85.2,1,2369.0,216.8,3375,253,82.2,85,None,None,0,Medium
IT-STR-002,Storage Device,Data Center,N/A,2022-08-29,Night,4.0,18.0,45.9,88.2,36.6,13.34,100.2,95.2,1,1589.0,219.9,4668,253,80.3,131,None,None,0,Medium
IT-FRW-002,Firewall,Network Room,Fortinet FortiOS,2022-03-25,Morning,7.7,24.3,58.7,38.2,35.7,2.56,93.9,96.4,0,2710.0,219.0,2777,327,76.3,156,None,None,0,Medium
IT-SRV-003,Server,Data Center,Windows Server 2019,2021-05-07,Night,1.3,61.4,71.1,55.2,46.3,4.95,244.1,94.0,4,3160.0,225.2,4913,183,84.7,43,None,None,0,Medium
IT-STR-002,Storage Device,Data Center,N/A,2022-08-14,Afternoon,4.9,15.8,26.0,83.9,37.2,2.41,84.8,85.3,3,1674.0,218.0,642,127,91.8,90,None,None,0,Low
IT-PRT-002,Printer,Office,N/A,2023-02-18,Afternoon,2.2,18.2,24.4,67.4,44.5,16.62,120.9,79.6,2,1735.0,215.2,842,195,86.5,87,None,None,0,Medium
IT-FRW-001,Firewall,Network Room,Fortinet FortiOS,2023-07-28,Morning,7.7,33.6,50.9,27.7,27.8,4.53,70.9,100.0,1,2424.0,223.8,5119,160,91.5,64,None,None,0,Low
IT-SWT-003,Switch,Network Room,Cisco IOS,2021-11-10,Afternoon,3.2,44.2,34.5,26.0,43.0,4.6,96.7,100.0,1,2408.0,221.5,5939,144,93.1,78,None,None,0,Low
IT-FRW-001,Firewall,Network Room,Fortinet FortiOS,2021-10-29,Night,1.7,38.2,42.6,23.7,28.2,2.8,88.9,96.5,0,2440.0,223.1,8509,174,91.6,101,None,None,0,Low
IT-SRV-004,Server,Data Center,Ubuntu 22.04,2021-08-09,Morning,4.2,8.9,58.3,80.3,47.3,6.65,373.8,91.9,1,3334.0,225.3,6721,339,73.6,103,None,None,0,Medium
IT-FRW-002,Firewall,Network Room,pfSense,2021-11-28,Afternoon,2.5,18.8,40.8,45.3,37.9,3.07,66.8,99.5,0,2505.0,217.6,3763,103,98.7,170,None,None,0,Low
IT-SWT-003,Switch,Network Room,Cisco IOS,2022-10-21,Night,6.4,36.1,52.8,37.8,32.3,2.18,62.3,100.0,0,2837.0,220.6,7887,323,76.7,142,None,None,0,Medium
IT-SRV-004,Server,Data Center,Red Hat Linux,2021-02-19,Morning,4.4,46.1,57.9,61.8,25.8,9.36,388.6,100.0,2,3103.0,226.7,5849,338,72.2,154,None,None,0,Medium
IT-RTR-001,Router,Network Room,Juniper JunOS,2023-06-13,Morning,1.5,24.6,48.4,32.4,35.3,1.34,38.8,99.8,1,2564.0,214.8,3382,147,92.8,163,None,None,0,Low
IT-RTR-003,Router,Network Room,Cisco IOS,2021-09-11,Night,7.7,26.0,40.4,72.3,44.1,2.78,73.9,100.0,17,2585.0,217.9,793,311,52.4,3,Hard Disk,Disk Failure,1,Critical
IT-RTR-002,Router,Network Room,Juniper JunOS,2021-09-06,Night,7.6,22.6,32.7,32.5,34.9,4.06,83.6,96.9,1,2554.0,217.8,1435,252,82.3,41,None,None,0,Medium
IT-WRK-004,Workstation,Office,Ubuntu 20.04,2022-12-16,Afternoon,4.0,73.7,38.6,55.6,60.8,15.0,113.1,80.4,2,1359.0,224.9,4928,51,90.5,6,Cooling System,Overheating,1,Critical
IT-WRK-003,Workstation,Office,Windows 11,2021-10-11,Afternoon,1.2,37.5,72.6,70.0,31.6,7.82,189.0,85.7,2,2307.0,214.2,3329,213,84.7,133,None,None,0,Medium
IT-SRV-001,Server,Data Center,Red Hat Linux,2021-11-02,Night,3.9,49.0,61.1,39.2,37.2,5.27,327.1,97.3,1,2930.0,211.0,7343,247,82.8,59,None,None,0,Medium
IT-FRW-002,Firewall,Network Room,pfSense,2022-02-03,Afternoon,4.3,38.2,46.7,32.2,33.9,2.49,67.8,97.9,2,2359.0,222.9,770,19,97.0,180,None,None,0,Low
IT-WRK-001,Workstation,Office,Windows 10,2021-11-19,Night,7.1,0.0,59.6,75.8,30.5,10.05,143.3,89.6,7,1959.0,222.3,7748,101,88.4,49,None,None,0,Low
IT-SWT-003,Switch,Network Room,N/A,2022-11-14,Afternoon,1.5,44.6,36.5,31.5,38.2,4.8,92.2,98.7,1,2468.0,220.3,1821,147,92.8,134,None,None,0,Low
IT-WRK-003,Workstation,Office,Windows 11,2021-02-23,Afternoon,7.1,67.0,75.4,43.6,38.9,5.25,140.7,86.2,3,2084.0,213.4,5931,25,95.5,151,None,None,0,Low
IT-WRK-003,Workstation,Office,Ubuntu 20.04,2021-11-15,Afternoon,3.8,28.3,54.7,75.4,29.9,5.22,180.5,62.2,0,2011.0,222.7,4863,15,100.0,57,None,None,0,Low
IT-RTR-001,Router,Network Room,Cisco IOS,2023-11-28,Night,5.7,33.6,38.4,27.3,42.1,3.65,76.2,98.0,0,2633.0,222.1,455,335,75.5,95,None,None,0,Medium
IT-SRV-001,Server,Data Center,Ubuntu 22.04,2022-04-17,Night,5.5,41.6,60.1,43.1,39.4,3.02,367.2,88.8,1,3087.0,223.2,5055,102,97.3,157,None,None,0,Low
IT-SRV-005,Server,Data Center,Ubuntu 22.04,2021-01-08,Afternoon,4.1,33.2,59.4,48.5,38.7,4.99,321.6,98.0,2,2935.0,221.8,1536,17,97.0,168,None,None,0,Low
IT-WRK-002,Workstation,Office,Windows 11,2022-03-07,Morning,1.3,63.1,75.4,49.8,32.7,8.6,107.9,71.9,4,2032.0,214.4,7196,330,70.0,72,None,None,0,Medium
IT-RTR-001,Router,Network Room,Juniper JunOS,2021-12-05,Afternoon,2.4,44.6,38.5,23.8,37.1,3.26,64.1,100.0,1,2102.0,225.9,7594,287,78.8,113,None,None,0,Medium
IT-SWT-002,Switch,Network Room,Cisco IOS,2023-12-07,Morning,3.7,41.0,49.4,25.8,37.4,1.76,76.8,99.1,2,2847.0,220.8,7399,60,97.0,67,None,None,0,Low
IT-UPS-001,UPS,Power Room,N/A,2023-03-30,Night,0.8,8.4,19.7,18.8,32.0,104.66,424.7,91.7,16,1950.0,210.8,5713,134,71.6,7,Network Interface,Network Outage,1,Critical
IT-SRV-005,Server,Data Center,Windows Server 2019,2022-10-01,Night,3.3,69.3,46.8,73.3,28.2,4.01,371.9,96.3,4,3003.0,219.3,4932,353,67.7,134,None,None,0,Medium
IT-SRV-003,Server,Data Center,Red Hat Linux,2023-08-21,Afternoon,1.2,53.6,62.6,66.5,40.2,3.16,348.9,97.5,0,3017.0,215.0,8148,184,90.6,39,None,None,0,Medium
IT-SWT-003,Switch,Network Room,N/A,2023-10-09,Morning,4.9,31.0,32.5,34.2,42.8,3.4,100.3,99.3,2,2821.0,218.3,7423,273,78.7,160,None,None,0,Medium
IT-WRK-004,Workstation,Office,Windows 10,2021-08-30,Morning,2.9,25.6,75.7,49.8,29.7,172.04,161.3,82.9,9,1950.0,221.6,6892,155,80.0,0,Network Interface,Network Outage,1,Critical
IT-SRV-005,Server,Data Center,Red Hat Linux,2023-05-10,Afternoon,0.6,57.1,62.8,41.7,39.8,179.77,389.9,100.0,18,2732.0,221.3,3496,361,45.9,2,Network Interface,Network Outage,1,Critical
IT-WRK-001,Workstation,Office,Windows 11,2022-10-24,Afternoon,2.8,57.2,44.1,63.4,47.2,8.5,134.9,94.6,1,2273.0,217.2,2990,263,81.2,84,None,None,0,Medium
IT-RTR-002,Router,Network Room,N/A,2022-07-14,Afternoon,5.8,39.2,47.0,14.5,52.2,3.61,75.0,96.6,14,2456.0,221.1,6896,97,78.3,0,Motherboard,Hardware Failure,1,Critical
IT-SRV-003,Server,Data Center,Red Hat Linux,2023-03-24,Night,0.8,45.6,33.7,54.5,37.3,4.13,402.9,96.0,4,3233.0,219.4,6004,316,71.4,147,None,None,0,Medium
IT-FRW-001,Firewall,Network Room,Fortinet FortiOS,2021-05-04,Morning,3.1,26.4,32.8,40.5,31.9,4.66,100.5,97.2,2,2478.0,218.6,863,289,77.1,144,None,None,0,Medium
IT-SRV-001,Server,Data Center,Windows Server 2019,2021-01-13,Afternoon,3.6,50.9,38.9,36.8,56.5,7.66,354.5,92.8,2,2976.0,231.3,5436,329,71.9,38,None,None,0,Medium
IT-STR-001,Storage Device,Data Center,N/A,2022-05-31,Afternoon,6.0,24.6,47.6,75.2,40.4,10.7,86.5,94.9,8,1743.0,214.2,5320,133,83.7,41,None,None,0,Low
IT-RTR-002,Router,Network Room,N/A,2022-07-01,Morning,4.9,18.2,29.5,36.5,46.2,1.71,83.5,94.0,1,2600.0,220.1,513,93,98.2,151,None,None,0,Low
IT-UPS-001,UPS,Power Room,N/A,2022-06-05,Morning,3.8,6.8,15.1,19.9,29.0,0.1,496.0,85.2,5,2164.0,211.3,4669,30,92.5,161,None,None,0,Low
IT-FRW-002,Firewall,Network Room,Cisco ASA,2022-08-08,Night,2.3,43.8,43.5,30.7,43.9,2.96,79.8,97.9,0,2575.0,217.6,8073,100,99.0,88,None,None,0,Low
IT-FRW-001,Firewall,Network Room,Cisco ASA,2022-01-26,Night,7.4,32.9,44.8,35.5,48.2,1.7,63.0,100.0,2,2493.0,224.0,6549,103,95.7,172,None,None,0,Low
IT-PRT-002,Printer,Office,N/A,2023-06-14,Afternoon,7.2,29.3,14.1,72.2,36.6,14.16,88.4,98.3,3,1501.0,223.1,1760,159,88.6,68,None,None,0,Low
IT-WRK-002,Workstation,Office,Windows 10,2021-07-08,Afternoon,6.1,50.1,75.8,48.6,38.3,5.04,191.2,93.0,6,1872.0,225.5,4381,311,68.9,122,None,None,0,Medium
